,text,token,annotation
0,"There are 2 major problems with this code.


You are not handling the client stalling or using keep alives (handled below by getTimeoutServer)
You are not handling the server (what your http.Client is talking to) timing out (handled below by TimeoutConn).


This is probably why you are exhausting your local ports. I know from past experience node.js will keep-alive you very aggressively.

There are lots of little issues, creating objects every-time when you don't need to. Creating unneeded goroutines (each incoming request is in its own goroutine before you handle it).

Here is a quick stab (that I don't have time to test well). Hopefully it will put you on the right track: (You will want to upgrade this to not buffer the responses locally)

","['There', 'are', '2', 'major', 'problems', 'with', 'this', 'code.', 'You', 'are', 'not', 'handling', 'the', 'client', 'stalling', 'or', 'using', 'keep', 'alives', '(handled', 'below', 'by', 'getTimeoutServer)', 'You', 'are', 'not', 'handling', 'the', 'server', '(what', 'your', 'http.Client', 'is', 'talking', 'to)', 'timing', 'out', '(handled', 'below', 'by', 'TimeoutConn).', 'This', 'is', 'probably', 'why', 'you', 'are', 'exhausting', 'your', 'local', 'ports.', 'I', 'know', 'from', 'past', 'experience', 'node.js', 'will', 'keep-alive', 'you', 'very', 'aggressively.', 'There', 'are', 'lots', 'of', 'little', 'issues,', 'creating', 'objects', 'every-time', 'when', 'you', ""don't"", 'need', 'to.', 'Creating', 'unneeded', 'goroutines', '(each', 'incoming', 'request', 'is', 'in', 'its', 'own', 'goroutine', 'before', 'you', 'handle', 'it).', 'Here', 'is', 'a', 'quick', 'stab', '(that', 'I', ""don't"", 'have', 'time', 'to', 'test', 'well).', 'Hopefully', 'it', 'will', 'put', 'you', 'on', 'the', 'right', 'track:', '(You', 'will', 'want', 'to', 'upgrade', 'this', 'to', 'not', 'buffer', 'the', 'responses', 'locally)']","['EX', 'VBP', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'PRP', 'VBP', 'RB', 'VBG', 'DT', 'NN', 'NN', 'CC', 'VBG', 'JJ', 'NNS', 'VBN', 'IN', 'IN', 'NN', 'PRP', 'VBP', 'RB', 'VBG', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'VBZ', 'VBG', 'JJ', 'VBG', 'RP', 'VBN', 'IN', 'IN', 'NNP', 'DT', 'VBZ', 'RB', 'WRB', 'PRP', 'VBP', 'VBG', 'PRP$', 'JJ', 'NN', 'PRP', 'VBP', 'IN', 'JJ', 'NN', 'NN', 'MD', 'VB', 'PRP', 'RB', 'IN', 'EX', 'VBP', 'NNS', 'IN', 'JJ', 'JJ', 'VBG', 'NNS', 'RB', 'WRB', 'PRP', 'VBP', 'VB', 'JJ', 'NNP', 'JJ', 'NNS', 'VBP', 'VBG', 'NN', 'VBZ', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'PRP', 'VBP', 'VB', 'RB', 'VBZ', 'DT', 'JJ', 'NN', 'WP', 'PRP', 'VBP', 'VB', 'NN', 'TO', 'VB', 'NN', 'NNP', 'PRP', 'MD', 'VB', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'MD', 'VB', 'TO', 'VB', 'DT', 'TO', 'RB', 'VB', 'DT', 'NNS', 'VBP']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'OPERATOR']"
3,"    ""bytes""","['""bytes""']",['STRING_LITERAL']
4,"    ""errors""","['""errors""']",['STRING_LITERAL']
5,"    ""flag""","['""flag""']",['STRING_LITERAL']
6,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
7,"    ""log""","['""log""']",['STRING_LITERAL']
8,"    ""net""","['""net""']",['STRING_LITERAL']
9,"    ""net/http""","['""net/http""']",['STRING_LITERAL']
10,"    ""net/url""","['""net/url""']",['STRING_LITERAL']
11,"    ""runtime""","['""runtime""']",['STRING_LITERAL']
12,"    ""strconv""","['""strconv""']",['STRING_LITERAL']
13,"    ""time""","['""time""']",['STRING_LITERAL']
14,),[')'],['OPERATOR']
15,const DEFAULT_IDLE_TIMEOUT = 5 * time.Second,"['const', 'DEFAULT_IDLE_TIMEOUT', '=', '5', '*', 'time', '.', 'Second']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
16,var (,"['var', '(']","['KEYWORD', 'OPERATOR']"
17,    listen       string,"['listen', 'string']","['IDENTIFIER', 'IDENTIFIER']"
18,    logOn        bool,"['logOn', 'bool']","['IDENTIFIER', 'IDENTIFIER']"
19,"    localhost, _ = url.Parse(""http://localhost:8080/"")","['localhost', ',', '_', '=', 'url.Parse(""http://localhost:8080/"")']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
20,    client       = &http.Client{,"['client', '=', '&', 'http', '.', 'Client', '{']","['IDENTIFIER', 'OPERATOR', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
21,        Transport: &http.Transport{,"['Transport', ':', '&', 'http', '.', 'Transport', '{']","['IDENTIFIER', 'OPERATOR', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
22,"            Proxy: NoProxyAllowed,","['Proxy', ':', 'NoProxyAllowed', ',']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
23,"            Dial: func(network, addr string) (net.Conn, error) {","['Dial', ':', 'func', '(', 'network', ',', 'addr', 'string', ')', '(', 'net', '.', 'Conn', ',', 'error', ')', '{']","['IDENTIFIER', 'OPERATOR', 'KEYWORD', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'IDENTIFIER', 'OPERATOR', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
24,"                return NewTimeoutConnDial(network, addr, DEFAULT_IDLE_TIMEOUT)","['return', 'NewTimeoutConnDial', '(', 'network', ',', 'addr', ',', 'DEFAULT_IDLE_TIMEOUT', ')']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
25,"            },","['},']",['OPERATOR']
26,"        },","['},']",['OPERATOR']
27,    },['}'],['OPERATOR']
28,),[')'],['OPERATOR']
29,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
30,    runtime.GOMAXPROCS(runtime.NumCPU()),['runtime.GOMAXPROCS(runtime.NumCPU())'],['FUNCTION_CALL']
31,"    flag.StringVar(&listen, ""listen"", ""0.0.0.0:9000"", ""listen on address"")","['flag.StringVar(&listen, ""listen"", ""0.0.0.0:9000"", ""listen on address"")']",['FUNCTION_CALL']
32,"    flag.BoolVar(&logOn, ""log"", true, ""enable logging"")","['flag.BoolVar(&logOn, ""log"", true, ""enable logging"")']",['FUNCTION_CALL']
33,    flag.Parse(),['flag.Parse()'],['FUNCTION_CALL']
34,"    server := getTimeoutServer(listen, http.HandlerFunc(proxyHandlerFunc))","['server', ':=', 'getTimeoutServer', '(', 'listen', ',', 'http.HandlerFunc(proxyHandlerFunc))']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
35,"    log.Printf(""Starting router-server on %s\n"", listen)","['log.Printf(""Starting router-server on %s\\n"", listen)']",['FUNCTION_CALL']
36,    log.Fatal(server.ListenAndServe()),['log.Fatal(server.ListenAndServe())'],['FUNCTION_CALL']
37,},['}'],['OPERATOR']
