,text,token,annotation
0,"I'm working with Go in an API for the bus frequency of my city, but i'm a little bit stuck on the threads when i try to make HTTP Get to many urls.
Without concurrency, the programs takes over 16 minutes to complete the 1500 url calls to take the HTTP status code, and i was trying to use the concurrency, but after reading many posts i don't understand how goroutines work... 

The idea is to make ONE function and change the number of requests, like here:

","[""I'm"", 'working', 'with', 'Go', 'in', 'an', 'API', 'for', 'the', 'bus', 'frequency', 'of', 'my', 'city,', 'but', ""i'm"", 'a', 'little', 'bit', 'stuck', 'on', 'the', 'threads', 'when', 'i', 'try', 'to', 'make', 'HTTP', 'Get', 'to', 'many', 'urls.', 'Without', 'concurrency,', 'the', 'programs', 'takes', 'over', '16', 'minutes', 'to', 'complete', 'the', '1500', 'url', 'calls', 'to', 'take', 'the', 'HTTP', 'status', 'code,', 'and', 'i', 'was', 'trying', 'to', 'use', 'the', 'concurrency,', 'but', 'after', 'reading', 'many', 'posts', 'i', ""don't"", 'understand', 'how', 'goroutines', 'work...', 'The', 'idea', 'is', 'to', 'make', 'ONE', 'function', 'and', 'change', 'the', 'number', 'of', 'requests,', 'like', 'here:']","['NNP', 'VBG', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'IN', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'NN', 'CC', 'VBZ', 'DT', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'NNS', 'WRB', 'NN', 'VBP', 'TO', 'VB', 'NNP', 'NNP', 'TO', 'JJ', 'JJ', 'IN', 'VBP', 'DT', 'NNS', 'VBZ', 'IN', 'CD', 'NNS', 'TO', 'VB', 'DT', 'CD', 'JJ', 'VBZ', 'TO', 'VB', 'DT', 'NNP', 'NN', 'NN', 'CC', 'NN', 'VBD', 'VBG', 'TO', 'VB', 'DT', 'NN', 'CC', 'IN', 'VBG', 'JJ', 'NNS', 'VBP', 'VBP', 'VB', 'WRB', 'NNS', 'VBP', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'CD', 'NN', 'CC', 'VB', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NN']"
1," go getBusPostStatus(600, 800)","['go', 'getBusPostStatus', '(', '600', ',', '800', ')']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION']"
2,"

But i'm completely stucked on that...

Here is the code:

","['But', ""i'm"", 'completely', 'stucked', 'on', 'that...', 'Here', 'is', 'the', 'code:']","['CC', 'VB', 'RB', 'VBN', 'IN', 'NN', 'RB', 'VBZ', 'DT', 'NN']"
3,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
4,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
5,"""fmt""","['""fmt""']",['STRING_LITERAL']
6,"""net/http""","['""net/http""']",['STRING_LITERAL']
7,"""strconv""","['""strconv""']",['STRING_LITERAL']
8,"""time""","['""time""']",['STRING_LITERAL']
9,),[')'],['PUNCTUATION']
10,var i int = 0,"['var', 'i', 'int', '=', '0']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL']"
11,var convStr string,"['var', 'convStr', 'string']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER']"
12,var message = make(chan string),"['var', 'message', '=', 'make', '(', 'chan', 'string', ')']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
13,/*func main(){,"['/*', 'func', 'main', '(){']","['PUNCTUATION', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
14,    for i = 0; i < 1500; i++ {,"['for', 'i', '=', '0', ';', 'i', '<', '1500', ';', 'i', '++', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'PUNCTUATION']"
15,        z = strconv.Itoa(i),"['z', '=', 'strconv.Itoa(i)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
16,"        url := ""http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste="" + z","['url', ':=', '""http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=""', '+', 'z']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
17,"        resp, err := http.Get(url)","['resp', ',', 'err', ':=', 'http.Get(url)']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
18,        if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
19,"            fmt.Println(""Houston, we've got problems"")","['fmt.Println(""Houston, we\'ve got problems"")']",['FUNCTION_CALL']
20,        }else{,"['}', 'else', '{']","['PUNCTUATION', 'KEYWORD', 'PUNCTUATION']"
21,            if resp.StatusCode == 200{,"['if', 'resp', '.', 'StatusCode', '==', '200', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION']"
22,"                fmt.Println(""OK: El poste ""+z+"" existe"")","['fmt.Println(""OK: El poste ""+z+"" existe"")']",['FUNCTION_CALL']
23,            }else{,"['}', 'else', '{']","['PUNCTUATION', 'KEYWORD', 'PUNCTUATION']"
24,"                fmt.Println(""WARN: El poste ""+z+"" NO existe"")","['fmt.Println(""WARN: El poste ""+z+"" NO existe"")']",['FUNCTION_CALL']
25,            },['}'],['PUNCTUATION']
26,        },['}'],['PUNCTUATION']
27,    },['}'],['PUNCTUATION']
28,}*/,['}*/'],['PUNCTUATION']
29,//Return 2 houndred posts,"['//', 'Return', '2', 'houndred', 'posts']","['COMMENT', 'NNP', 'CD', 'VBD', 'NNS']"
30,func returnTH(c chan string){,"['func', 'return', 'TH', '(', 'c', 'chan', 'string', '){']","['KEYWORD', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
31, for i = 0; i < 200; i++ {  ,"['for', 'i', '=', '0', ';', 'i', '<', '200', ';', 'i', '++', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'PUNCTUATION']"
32,    convStr = strconv.Itoa(i),"['convStr', '=', 'strconv.Itoa(i)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
33,"    url := ""http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste="" + convStr","['url', ':=', '""http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=""', '+', 'convStr']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
34,"    resp, err := http.Get(url)","['resp', ',', 'err', ':=', 'http.Get(url)']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
35,    if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
