,text,token,annotation
0,"I'm trying to get ElasticSearch to index content for my autocomplete service, using Completion Suggesters in v1.4x. I was following advice from ElasticSearch - You Complete Me and am using the Go Client olivere/elastic. 

My index method looks a bit like this:

","[""I'm"", 'trying', 'to', 'get', 'ElasticSearch', 'to', 'index', 'content', 'for', 'my', 'autocomplete', 'service,', 'using', 'Completion', 'Suggesters', 'in', 'v1.4x.', 'I', 'was', 'following', 'advice', 'from', 'ElasticSearch', '-', 'You', 'Complete', 'Me', 'and', 'am', 'using', 'the', 'Go', 'Client', 'olivere/elastic.', 'My', 'index', 'method', 'looks', 'a', 'bit', 'like', 'this:']","['NNP', 'VBG', 'TO', 'VB', 'NNP', 'TO', 'NN', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'VBG', 'NNP', 'NNP', 'IN', 'NN', 'PRP', 'VBD', 'VBG', 'NN', 'IN', 'NNP', ':', 'PRP', 'VB', 'NNP', 'CC', 'VBP', 'VBG', 'DT', 'NNP', 'NNP', 'MD', 'NNP', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'NN']"
1,"func IndexVehicle(client *elastic.Client, vehicle Vehicle) (bool, error) {","['func', 'IndexVehicle', '(', 'client', '*', 'elastic', '.', 'Client', ',', 'vehicle', 'Vehicle', ')', '(', 'bool', ',', 'error', ')', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'IDENTIFIER', 'OPERATOR', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
2,    // See if it exists already,"['//', 'See', 'if', 'it', 'exists', 'already']","['COMMENT', 'VB', 'IN', 'PRP', 'VBZ', 'RB']"
3,"    fetch, err := client.Get().","['fetch', ',', 'err', ':=', 'client.Get()', '.']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL', 'OPERATOR']"
4,        Index(vehicleIndex).,"['Index', '(', 'vehicleIndex', ').']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
5,"        Type(""vehicle"").","['Type', '(', '""vehicle""', ').']","['IDENTIFIER', 'OPERATOR', 'STRING_LITERAL', 'OPERATOR']"
6,        Id(vehicle.Id).,"['Id', '(', 'vehicle', '.', 'Id', ').']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
7,        Do(),"['Do', '()']","['IDENTIFIER', 'OPERATOR']"
8,    if err != nil || fetch.Found {,"['if', 'err', '!=', 'nil', '||', 'fetch', '.', 'Found', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
9,"        return false, err","['return', 'false', ',', 'err']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
10,    },['}'],['OPERATOR']
11,"    vehicleName := fmt.Sprintf(""%s %s (%s) %s"", vehicle.Make, vehicle.Model, vehicle.Model_year, vehicle.Primary_fuel)","['vehicleName', ':=', 'fmt.Sprintf(""%s %s (%s) %s"", vehicle.Make, vehicle.Model, vehicle.Model_year, vehicle.Primary_fuel)']","['IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
12,    suggest := elastic.NewSuggestField(),"['suggest', ':=', 'elastic.NewSuggestField()']","['IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
13,"    suggest.Input(vehicle.Make, vehicle.Model, vehicle.Primary_fuel, vehicle.Model_year).","['suggest.Input(vehicle.Make, vehicle.Model, vehicle.Primary_fuel, vehicle.Model_year)', '.']","['FUNCTION_CALL', 'OPERATOR']"
14,        Output(vehicleName).,"['Output', '(', 'vehicleName', ').']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
15,        Payload(vehicle),"['Payload', '(', 'vehicle', ')']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
16,    // Go forth and save,"['//', 'Go', 'forth', 'and', 'save']","['COMMENT', 'NNP', 'NN', 'CC', 'VB']"
17,"    put, err := client.Index().","['put', ',', 'err', ':=', 'client.Index()', '.']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL', 'OPERATOR']"
18,        Index(vehicleIndex).,"['Index', '(', 'vehicleIndex', ').']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
19,"        Type(""vehicle"").","['Type', '(', '""vehicle""', ').']","['IDENTIFIER', 'OPERATOR', 'STRING_LITERAL', 'OPERATOR']"
20,        Id(vehicle.Id).,"['Id', '(', 'vehicle', '.', 'Id', ').']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
21,        Debug(true).Pretty(true).,"['Debug', '(', 'true', ').', 'Pretty', '(', 'true', ').']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
22,"        BodyJson(indexBody{Name: vehicleName, Suggest: suggest}).","['BodyJson', '(', 'indexBody', '{', 'Name', ':', 'vehicleName', ',', 'Suggest', ':', 'suggest', '}).']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
23,        Do(),"['Do', '()']","['IDENTIFIER', 'OPERATOR']"
24,    if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
25,"        return false, err","['return', 'false', ',', 'err']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
26,    },['}'],['OPERATOR']
27,"    return put.Created, nil","['return', 'put', '.', 'Created', ',', 'nil']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
28,},['}'],['OPERATOR']
29,"

Now what is weird, is that in some of my tests this method works fine and items will be indexed. In other tests after wiping and rebuilding the index the tests will fail:

Earlier tests look like this in the debug:

","['Now', 'what', 'is', 'weird,', 'is', 'that', 'in', 'some', 'of', 'my', 'tests', 'this', 'method', 'works', 'fine', 'and', 'items', 'will', 'be', 'indexed.', 'In', 'other', 'tests', 'after', 'wiping', 'and', 'rebuilding', 'the', 'index', 'the', 'tests', 'will', 'fail:', 'Earlier', 'tests', 'look', 'like', 'this', 'in', 'the', 'debug:']","['RB', 'WP', 'VBZ', 'NN', 'VBZ', 'IN', 'IN', 'DT', 'IN', 'PRP$', 'NNS', 'DT', 'NN', 'VBZ', 'JJ', 'CC', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'NNS', 'IN', 'VBG', 'CC', 'VBG', 'DT', 'NN', 'DT', 'NNS', 'MD', 'VB', 'NNP', 'NNS', 'VBP', 'IN', 'DT', 'IN', 'DT', 'NN']"
30,2014/12/15 14:11:37 PUT /vehicle/vehicle/369f96459b340507c4688740da3bfe1a?pretty=true HTTP/1.1,"['2014/12/15', '14', ':', '11', ':', '37', 'PUT', '/vehicle/vehicle/369f96459b340507c4688740da3bfe1a?pretty=true', 'HTTP/1.1']","['DIRECTORY', 'DECIMAL_LITERAL', 'OPERATOR', 'DECIMAL_LITERAL', 'OPERATOR', 'DECIMAL_LITERAL', 'IDENTIFIER', 'DIRECTORY', 'DIRECTORY']"
31,Host: localhost:9200,"['Host', ':', 'localhost', ':', '9200']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'DECIMAL_LITERAL']"
32,User-Agent: elastic/1.3.1 (darwin-amd64),"['User', '-', 'Agent', ':', 'elastic/1.3.1', '(', 'darwin', '-', 'amd64', ')']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'DIRECTORY', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
33,Transfer-Encoding: chunked,"['Transfer', '-', 'Encoding', ':', 'chunked']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
34,Accept: application/json,"['Accept', ':', 'application/json']","['IDENTIFIER', 'OPERATOR', 'DIRECTORY']"
35,Content-Type: application/json,"['Content', '-', 'Type', ':', 'application/json']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'DIRECTORY']"
36,Accept-Encoding: gzip,"['Accept', '-', 'Encoding', ':', 'gzip']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
