,text,token,annotation
0,"Benchmarks are hard to get right, and it's easy to think you're measuring one thing (cost of goroutines/threads) when you're measuring something else. I think that's what's happening here.

For example, the inner loop in the threads/goroutines aren't the same in the two programs. Rewriting the goroutine to be more like the java code:

","['Benchmarks', 'are', 'hard', 'to', 'get', 'right,', 'and', ""it's"", 'easy', 'to', 'think', ""you're"", 'measuring', 'one', 'thing', '(cost', 'of', 'goroutines/threads)', 'when', ""you're"", 'measuring', 'something', 'else.', 'I', 'think', ""that's"", ""what's"", 'happening', 'here.', 'For', 'example,', 'the', 'inner', 'loop', 'in', 'the', 'threads/goroutines', ""aren't"", 'the', 'same', 'in', 'the', 'two', 'programs.', 'Rewriting', 'the', 'goroutine', 'to', 'be', 'more', 'like', 'the', 'java', 'code:']","['NNS', 'VBP', 'JJ', 'TO', 'VB', 'JJ', 'CC', 'JJ', 'JJ', 'TO', 'VB', 'RB', 'VBG', 'CD', 'NN', 'NN', 'IN', 'NN', 'WRB', 'NN', 'VBG', 'NN', 'NN', 'PRP', 'VBP', 'JJ', 'NN', 'VBG', 'NN', 'IN', 'WP', 'DT', 'NN', 'NN', 'IN', 'DT', 'NNS', 'VBP', 'DT', 'JJ', 'IN', 'DT', 'CD', 'NN', 'VBG', 'DT', 'NN', 'TO', 'VB', 'RBR', 'IN', 'DT', 'NN', 'NN']"
1,for j := 0; j != 10*1000*1000; j++ {},"['for', 'j', ':=', '0', ';', 'j', '!=', '10', '*', '1000', '*', '1000', ';', 'j', '++', '{}']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'DECIMAL_LITERAL', 'ARITHMETIC_OPERATOR', 'DECIMAL_LITERAL', 'ARITHMETIC_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'PUNCTUATION']"
2,chanSignal <- true,"['chan', 'Signal', '<-', 'true']","['KEYWORD', 'IDENTIFIER', 'CHANNEL_OPERATOR', 'BOOLEAN_LITERAL']"
3,"

results in a 2x speedup for the go.

That still leaves a significant performance gap when I run it on my machine -- the go code takes 663ms with 1000 goroutines, and the java code 55ms with 1000 threads. Perhaps what's happening is that the JVM is JITting away the useless loop in the run method of the thread after it's been executed a few times.

Here's some evidence that the cost of goroutines aren't relevant. Just executing the code serially gives a runtime of 2.55 seconds on my machine:

","['results', 'in', 'a', '2x', 'speedup', 'for', 'the', 'go.', 'That', 'still', 'leaves', 'a', 'significant', 'performance', 'gap', 'when', 'I', 'run', 'it', 'on', 'my', 'machine', '--', 'the', 'go', 'code', 'takes', '663ms', 'with', '1000', 'goroutines,', 'and', 'the', 'java', 'code', '55ms', 'with', '1000', 'threads.', 'Perhaps', ""what's"", 'happening', 'is', 'that', 'the', 'JVM', 'is', 'JITting', 'away', 'the', 'useless', 'loop', 'in', 'the', 'run', 'method', 'of', 'the', 'thread', 'after', ""it's"", 'been', 'executed', 'a', 'few', 'times.', ""Here's"", 'some', 'evidence', 'that', 'the', 'cost', 'of', 'goroutines', ""aren't"", 'relevant.', 'Just', 'executing', 'the', 'code', 'serially', 'gives', 'a', 'runtime', 'of', '2.55', 'seconds', 'on', 'my', 'machine:']","['NNS', 'IN', 'DT', 'CD', 'NN', 'IN', 'DT', 'NN', 'WDT', 'RB', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'WRB', 'PRP', 'VBP', 'PRP', 'IN', 'PRP$', 'NN', ':', 'DT', 'JJ', 'NN', 'VBZ', 'CD', 'IN', 'CD', 'NN', 'CC', 'DT', 'NN', 'NN', 'CD', 'IN', 'CD', 'NN', 'RB', 'JJ', 'NN', 'VBZ', 'IN', 'DT', 'NNP', 'VBZ', 'VBG', 'RB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'VBN', 'VBN', 'DT', 'JJ', 'NN', 'NNP', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', 'JJ', 'VB', 'NNP', 'VBG', 'DT', 'NN', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'CD', 'NNS', 'IN', 'PRP$', 'NN']"
4,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
5,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
6,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
7,"    ""time""","['""time""']",['STRING_LITERAL']
8,),[')'],['PUNCTUATION']
9,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
