,text,token,annotation
0,"Recently I started writing some tests for sending emails in my Google App Engine Go application. Part of the email sending process is saving the email in the datastore with this function:

","['Recently', 'I', 'started', 'writing', 'some', 'tests', 'for', 'sending', 'emails', 'in', 'my', 'Google', 'App', 'Engine', 'Go', 'application.', 'Part', 'of', 'the', 'email', 'sending', 'process', 'is', 'saving', 'the', 'email', 'in', 'the', 'datastore', 'with', 'this', 'function:']","['RB', 'PRP', 'VBD', 'VBG', 'DT', 'NNS', 'IN', 'VBG', 'NNS', 'IN', 'PRP$', 'NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'NNP', 'IN', 'DT', 'NN', 'VBG', 'NN', 'VBZ', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN']"
1,"func PutInDatastoreFull(c appengine.Context, kind, stringID string, intID int64, parent *datastore.Key, variable interface{}) (*datastore.Key, error) {","['func', 'PutInDatastoreFull', '(', 'c', 'appengine', '.', 'Context', ',', 'kind', ',', 'stringID', 'string', ',', 'intID', 'int64', ',', 'parent', '*', 'datastore', '.', 'Key', ',', 'var', 'iable', 'interface', '{})', '(*', 'datastore', '.', 'Key', ',', 'error', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
2,"    k := datastore.NewKey(c, kind, stringID, intID, parent)","['k', ':=', 'datastore.NewKey(c, kind, stringID, intID, parent)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
3,"    key, err := datastore.Put(c, k, variable)","['key', ',', 'err', ':=', 'datastore.Put(c, k, variable)']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
4,"    return key, err","['return', 'key', ',', 'err']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
5,},['}'],['PUNCTUATION']
6,"

My tests query the datastore with this function:

","['My', 'tests', 'query', 'the', 'datastore', 'with', 'this', 'function:']","['PRP$', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NN']"
7,"func QueryGetAllWithLimit(c appengine.Context, kind string, limit int, dst interface{}) ([]*datastore.Key, error) {","['func', 'QueryGetAllWithLimit', '(', 'c', 'appengine', '.', 'Context', ',', 'kind', 'string', ',', 'limit', 'int', ',', 'dst', 'interface', '{})', '([]*', 'datastore', '.', 'Key', ',', 'error', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
8,    q := datastore.NewQuery(kind).Limit(limit),"['q', ':=', 'datastore.NewQuery(kind).Limit(limit)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
9,"    return q.GetAll(c, dst)","['return', 'q.GetAll(c, dst)']","['KEYWORD', 'FUNCTION_CALL']"
10,},['}'],['PUNCTUATION']
11,"

When I run it in development environment, it returns last emails without a problem. However, when I run it with goapp test, it returns no error and no data. Is this an expected behaviour for the testing environment, or did I just find some bug?

EDIT:

The test is:

","['When', 'I', 'run', 'it', 'in', 'development', 'environment,', 'it', 'returns', 'last', 'emails', 'without', 'a', 'problem.', 'However,', 'when', 'I', 'run', 'it', 'with', 'goapp', 'test,', 'it', 'returns', 'no', 'error', 'and', 'no', 'data.', 'Is', 'this', 'an', 'expected', 'behaviour', 'for', 'the', 'testing', 'environment,', 'or', 'did', 'I', 'just', 'find', 'some', 'bug?', 'EDIT:', 'The', 'test', 'is:']","['WRB', 'PRP', 'VBP', 'PRP', 'IN', 'NN', 'NN', 'PRP', 'VBZ', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'NNP', 'WRB', 'PRP', 'VBP', 'PRP', 'IN', 'NN', 'NN', 'PRP', 'VBZ', 'DT', 'NN', 'CC', 'DT', 'NN', 'VBZ', 'DT', 'DT', 'JJ', 'NN', 'IN', 'DT', 'VBG', 'NN', 'CC', 'VBD', 'PRP', 'RB', 'VB', 'DT', 'NN', 'NNP', 'DT', 'NN', 'NN']"
12,//Testing file,"['//', 'Testing', 'file']","['COMMENT', 'VBG', 'NN']"
13,func TestEmails(t *testing.T) {,"['func', 'TestEmails', '(', 't', '*', 'testing', '.', 'T', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
14,"    c, err := aetest.NewContext(nil)","['c', ',', 'err', ':=', 'aetest.NewContext(nil)']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
15,    if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
16,        t.Fatal(err),['t.Fatal(err)'],['FUNCTION_CALL']
17,    },['}'],['PUNCTUATION']
18,    defer c.Close(),"['defer', 'c.Close()']","['IDENTIFIER', 'FUNCTION_CALL']"
19,"    err := NotifyAdminOfLowBalance(c, []string{""WARNING1"", ""WARNING2""})","['err', ':=', 'NotifyAdminOfLowBalance', '(', 'c', ',', '[]', 'string', '{', '""WARNING1""', ',', '""WARNING2""', '})']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
20,    if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
21,        t.Fatal(err),['t.Fatal(err)'],['FUNCTION_CALL']
22,    },['}'],['PUNCTUATION']
