,text,token,annotation
0,"So I'm trying to get the File Handle on a socket in windows.

Using like the following: 

","['So', ""I'm"", 'trying', 'to', 'get', 'the', 'File', 'Handle', 'on', 'a', 'socket', 'in', 'windows.', 'Using', 'like', 'the', 'following:']","['RB', 'NNP', 'VBG', 'TO', 'VB', 'DT', 'NNP', 'NNP', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NNP', 'IN', 'DT', 'NN']"
1,"            address, err := net.ResolveTCPAddr(""tcp"", ""192.168.9.144:8080"")                                                                                                                                     ","['address', ',', 'err', ':=', 'net.ResolveTCPAddr(""tcp"", ""192.168.9.144:8080"")']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
2,            if err != nil {                                                                                                                                                                                     ,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
3,                    fmt.Println(err)                                                                                                                                                                            ,['fmt.Println(err)'],['FUNCTION_CALL']
4,            }                                                                                                                                                                                                   ,['}'],['OPERATOR']
5,"            conn, err := net.DialTCP(""tcp"", nil, address)                                                                                                                                                       ","['conn', ',', 'err', ':=', 'net.DialTCP(""tcp"", nil, address)']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
6,"            fmt.Println(""Connected"")                                                                                                                                                                            ","['fmt.Println(""Connected"")']",['FUNCTION_CALL']
7,"            // conn, err := net.DialTCP(""tcp"", nil, address)                                                                                                                                                    ","['//', 'conn,', 'err', ':=', 'net.DialTCP(""tcp"",', 'nil,', 'address)']","['COMMENT', 'NN', 'NN', 'NNP', 'CC', 'JJ', 'NN']"
8,            if err != nil {                                                                                                                                                                                     ,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
9,"                    fmt.Println(""Can't conenct"")                                                                                                                                                                ","['fmt.Println(""Can\'t conenct"")']",['FUNCTION_CALL']
10,                    log.Fatal(err)                                                                                                                                                                              ,['log.Fatal(err)'],['FUNCTION_CALL']
11,     },['}'],['OPERATOR']
12,     conn.File() ,['conn.File()'],['FUNCTION_CALL']
13,     conn.Fd(),['conn.Fd()'],['FUNCTION_CALL']
14,"

conn.File() Fails and states it's not supported by windows

Next I tried to use the windows api function _get_osfhandle

","['conn.File()', 'Fails', 'and', 'states', ""it's"", 'not', 'supported', 'by', 'windows', 'Next', 'I', 'tried', 'to', 'use', 'the', 'windows', 'api', 'function', '_get_osfhandle']","['NN', 'NNP', 'CC', 'NNS', 'VBP', 'RB', 'VBN', 'IN', 'NNS', 'NNP', 'PRP', 'VBD', 'TO', 'VB', 'DT', 'NNS', 'VBP', 'NN', 'NN']"
15,var (,"['var', '(']","['KEYWORD', 'OPERATOR']"
