,text,token,annotation
0,"I tried to modify standard sorting approach and add certain randomness to sorting Less interface.
when 

","['I', 'tried', 'to', 'modify', 'standard', 'sorting', 'approach', 'and', 'add', 'certain', 'randomness', 'to', 'sorting', 'Less', 'interface.', 'when']","['PRP', 'VBD', 'TO', 'VB', 'JJ', 'VBG', 'NN', 'CC', 'VB', 'JJ', 'NN', 'TO', 'VBG', 'NNP', 'NN', 'WRB']"
1,if (u[i] - u[j]) <= 0,"['if', '(', 'u', '[', 'i', ']', '-', 'u', '[', 'j', '])', '<=', '0']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'RELATION_OPERATOR', 'OCTAL_LITERAL']"
2,"

or

if u[i] < u[j]


it works as expected
But 

","['or', 'if', 'u[i]', '<', 'u[j]', 'it', 'works', 'as', 'expected', 'But']","['CC', 'IN', 'JJ', 'FW', 'IN', 'PRP', 'VBZ', 'IN', 'VBN', 'CC']"
3,if (u[i] - u[j]) <= rv,"['if', '(', 'u', '[', 'i', ']', '-', 'u', '[', 'j', '])', '<=', 'rv']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'RELATION_OPERATOR', 'IDENTIFIER']"
4,"

condition produces panic after several executions

","['condition', 'produces', 'panic', 'after', 'several', 'executions']","['NN', 'VBZ', 'JJ', 'IN', 'JJ', 'NNS']"
5,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
6,import ( ,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
7,"    ""crypto/rand""","['""crypto/rand""']",['STRING_LITERAL']
8,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
9,"    ""math/big""","['""math/big""']",['STRING_LITERAL']
10,"    ""sort""","['""sort""']",['STRING_LITERAL']
11,),[')'],['PUNCTUATION']
12,type FuzzySorter []float64,"['type', 'FuzzySorter', '[]', 'float64']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
13,func (u FuzzySorter) Len() int {,"['func', '(', 'u', 'FuzzySorter', ')', 'Len', '()', 'int', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
14,    return len(u),"['return', 'len', '(', 'u', ')']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
15,},['}'],['PUNCTUATION']
16,"func (u FuzzySorter) Swap(i, j int) {","['func', '(', 'u', 'FuzzySorter', ')', 'Swap', '(', 'i', ',', 'j', 'int', ')', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
17,"    u[i], u[j] = u[j], u[i]","['u', '[', 'i', '],', 'u', '[', 'j', ']', '=', 'u', '[', 'j', '],', 'u', '[', 'i', ']']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
18,},['}'],['PUNCTUATION']
19,"func (u FuzzySorter) Less(i, j int) bool {","['func', '(', 'u', 'FuzzySorter', ')', 'Less', '(', 'i', ',', 'j', 'int', ')', 'bool', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
20,"    pom, _ := rand.Int(rand.Reader, big.NewInt(int64(2)))","['pom', ',', '_', ':=', 'rand.Int(rand.Reader, big.NewInt(int64(2)))']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
21,    rv := float64(pom.Int64()),"['rv', ':=', 'float64', '(', 'pom.Int64())']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'FUNCTION_CALL']"
22,    if (u[i] - u[j]) <= rv {,"['if', '(', 'u', '[', 'i', ']', '-', 'u', '[', 'j', '])', '<=', 'rv', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
23,        return true,"['return', 'true']","['KEYWORD', 'BOOLEAN_LITERAL']"
24,    } else {,"['}', 'else', '{']","['PUNCTUATION', 'KEYWORD', 'PUNCTUATION']"
25,        return false,"['return', 'false']","['KEYWORD', 'BOOLEAN_LITERAL']"
26,    },['}'],['PUNCTUATION']
27,},['}'],['PUNCTUATION']
28,func (u FuzzySorter) Sort() FuzzySorter {,"['func', '(', 'u', 'FuzzySorter', ')', 'Sort', '()', 'FuzzySorter', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
29,    sort.Sort(u),['sort.Sort(u)'],['FUNCTION_CALL']
30,    return u,"['return', 'u']","['KEYWORD', 'IDENTIFIER']"
31,},['}'],['PUNCTUATION']
32,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
33,    unsorted := FuzzySorter{,"['unsorted', ':=', 'FuzzySorter', '{']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
34,"        0,","['0', ',']","['OCTAL_LITERAL', 'PUNCTUATION']"
35,"        1,","['1', ',']","['DECIMAL_LITERAL', 'PUNCTUATION']"
36,"        1,","['1', ',']","['DECIMAL_LITERAL', 'PUNCTUATION']"
37,"        1,","['1', ',']","['DECIMAL_LITERAL', 'PUNCTUATION']"
38,"        1,","['1', ',']","['DECIMAL_LITERAL', 'PUNCTUATION']"
39,"        6,","['6', ',']","['DECIMAL_LITERAL', 'PUNCTUATION']"
40,"        0,","['0', ',']","['OCTAL_LITERAL', 'PUNCTUATION']"
