,text,token,annotation
0,"Create a struct that implements an interface.
Encapsulate it into another struct.
Fetch the struct / dereference it.


Fetching gets pointer to the implementation of the interface.
Dereferencing the pointer results in another point to the interface.


Why wouldn't dereferencing the pointer to the implementation gives the implementation instance?

","['Create', 'a', 'struct', 'that', 'implements', 'an', 'interface', '.', 'Encapsulate', 'it', 'into', 'another', 'struct', '.', 'Fetch', 'the', 'struct', '/', 'dereference', 'it', '.', 'Fetching', 'gets', 'pointer', 'to', 'the', 'implementation', 'of', 'the', 'interface', '.', 'Dereferencing', 'the', 'pointer', 'results', 'in', 'another', 'point', 'to', 'the', 'interface', '.', 'Why', 'would', ""n't"", 'dereferencing', 'the', 'pointer', 'to', 'the', 'implementation', 'gives', 'the', 'implementation', 'instance', '?']","['VB', 'DT', 'NN', 'WDT', 'VBZ', 'DT', 'NN', '.', 'VB', 'PRP', 'IN', 'DT', 'NN', '.', 'VB', 'DT', 'NN', 'VBZ', 'NN', 'PRP', '.', 'VBG', 'VBZ', 'NN', 'TO', 'DT', 'NN', 'IN', 'DT', 'NN', '.', 'VBG', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NN', 'TO', 'DT', 'NN', '.', 'WRB', 'MD', 'RB', 'VBG', 'DT', 'NN', 'TO', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'NN', '.']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
4,"    ""net/http""","['""net/http""']",['STRING_LITERAL']
5,"    ""golang.org/x/net/http2""","['""golang.org/x/net/http2""']",['STRING_LITERAL']
6,),[')'],['PUNCTUATION']
7,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
8,    transport := &http2.Transport{},"['transport', ':=', '&', 'http2', '.', 'Transport', '{}']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
9,    client := &http.Client{Transport: transport},"['client', ':=', '&', 'http', '.', 'Client', '{', 'Transport', ':', 'transport', '}']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
10,    tmp1 := client.Transport,"['tmp1', ':=', 'client', '.', 'Transport']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
11,    tmp2 := &client.Transport,"['tmp2', ':=', '&', 'client', '.', 'Transport']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
12,    tmp3 := &tmp1,"['tmp3', ':=', '&', 'tmp1']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'POINTER_OPERATOR', 'IDENTIFIER']"
13,"    fmt.Printf(""%T\n%T\n%T\n"", tmp1, tmp2, tmp3)","['fmt.Printf(""%T\\n%T\\n%T\\n"", tmp1, tmp2, tmp3)']",['FUNCTION_CALL']
14,    //dialTLS := tmp1.DialTLS,"['//', 'dialTLS', ':', '=', 'tmp1.DialTLS']","['COMMENT', 'NN', ':', 'NN', 'NN']"
15,},['}'],['PUNCTUATION']
16,"

This code outputs...

*http2.Transport
*http.RoundTripper
*http.RoundTripper


As well, trying to access a property of the tmp1 (uncommenting ","['This', 'code', 'outputs', '...', '*http2.Transport', '*http.RoundTripper', '*http.RoundTripper', 'As', 'well', ',', 'trying', 'to', 'access', 'a', 'property', 'of', 'the', 'tmp1', '(', 'uncommenting']","['DT', 'NN', 'VBZ', ':', 'NN', 'VBZ', 'NN', 'NNP', 'RB', ',', 'VBG', 'TO', 'NN', 'DT', 'NN', 'IN', 'DT', 'NN', '(', 'VBG']"
17,dialTLS := tmp1.DialTLS,"['dialTLS', ':=', 'tmp1', '.', 'DialTLS']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
18,") results in compile error...

tmp1.DialTLS undefined (type http.RoundTripper has no field or method DialTLS)


...even though fmt.Printf(""%+v"", tmp1) outputs...

&{DialTLS: TLSClientConfig:0xc8203ec8c0 ConnPool: DisableCompression:false MaxHeaderListSize:0 t1: connPoolOnce:{m:{state:0 sema:0} done:0} connPoolOrDef:}


What I am attempting to do is access DialTLS in the Transport instance.
","[')', 'results', 'in', 'compile', 'error', '...', 'tmp1.DialTLS', 'undefined', '(', 'type', 'http.RoundTripper', 'has', 'no', 'field', 'or', 'method', 'DialTLS', ')', '...', 'even', 'though', 'fmt.Printf', '(', '``', '%', '+v', ""''"", ',', 'tmp1', ')', 'outputs', '...', '&', '{', 'DialTLS', ':', 'TLSClientConfig:0xc8203ec8c0', 'ConnPool', ':', 'DisableCompression', ':', 'false', 'MaxHeaderListSize:0', 't1', ':', 'connPoolOnce', ':', '{', 'm', ':', '{', 'state:0', 'sema:0', '}', 'done:0', '}', 'connPoolOrDef', ':', '}', 'What', 'I', 'am', 'attempting', 'to', 'do', 'is', 'access', 'DialTLS', 'in', 'the', 'Transport', 'instance', '.']","[')', 'NNS', 'IN', 'JJ', 'NN', ':', 'NN', 'JJ', '(', 'JJ', 'NN', 'VBZ', 'DT', 'NN', 'CC', 'VB', 'NNP', ')', ':', 'RB', 'IN', 'NN', '(', '``', 'NN', 'NN', ""''"", ',', 'NN', ')', 'VBZ', ':', 'CC', '(', 'NN', ':', 'JJ', 'NN', ':', 'NN', ':', 'JJ', 'NNP', 'NN', ':', 'NN', ':', '(', 'NN', ':', '(', 'VB', 'NN', ')', 'NN', ')', 'NN', ':', ')', 'WP', 'PRP', 'VBP', 'VBG', 'TO', 'VB', 'VBZ', 'NN', 'NNP', 'IN', 'DT', 'NNP', 'NN', '.']"
19,*http2.Transport,"['*', 'http2', '.', 'Transport']","['POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
20,*http.RoundTripper,"['*', 'http', '.', 'RoundTripper']","['POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
21,*http.RoundTripper,"['*', 'http', '.', 'RoundTripper']","['POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
