,text,token,annotation
0,"I have an SDL2 go program which tries to write a pixel array to the screen. When I try and update the texture with the new pixels the program panics with a runtime error:

","['I', 'have', 'an', 'SDL2', 'go', 'program', 'which', 'tries', 'to', 'write', 'a', 'pixel', 'array', 'to', 'the', 'screen', '.', 'When', 'I', 'try', 'and', 'update', 'the', 'texture', 'with', 'the', 'new', 'pixels', 'the', 'program', 'panics', 'with', 'a', 'runtime', 'error', ':']","['PRP', 'VBP', 'DT', 'NNP', 'VBP', 'NN', 'WDT', 'VBZ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'TO', 'DT', 'NN', '.', 'WRB', 'PRP', 'VBP', 'CC', 'VBP', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NNS', 'DT', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', ':']"
1,fatal error: unexpected signal during runtime execution,"['fatal', 'error', ':', 'unexpected', 'signal', 'during', 'runtime', 'execution']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER']"
2,"

Unfortunately I can find little to no documentation about how to pass around unsafe pointers in Go and I'm not sure if I'm approaching this correctly, here is some example code that exhibits the problem:

","['Unfortunately', 'I', 'can', 'find', 'little', 'to', 'no', 'documentation', 'about', 'how', 'to', 'pass', 'around', 'unsafe', 'pointers', 'in', 'Go', 'and', 'I', ""'m"", 'not', 'sure', 'if', 'I', ""'m"", 'approaching', 'this', 'correctly', ',', 'here', 'is', 'some', 'example', 'code', 'that', 'exhibits', 'the', 'problem', ':']","['RB', 'PRP', 'MD', 'VB', 'JJ', 'TO', 'DT', 'NN', 'IN', 'WRB', 'TO', 'VB', 'RP', 'JJ', 'NNS', 'IN', 'NNP', 'CC', 'PRP', 'VBP', 'RB', 'JJ', 'IN', 'PRP', 'VBP', 'VBG', 'DT', 'RB', ',', 'RB', 'VBZ', 'DT', 'NN', 'NN', 'WDT', 'VBZ', 'DT', 'NN', ':']"
3,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
4,"    window := sdl.CreateWindow(""test"", sdl.WINDOWPOS_UNDEFINED, sdl.WINDOWPOS_UNDEFINED,","['window', ':=', 'sdl', '.', 'CreateWindow', '(', '""test""', ',', 'sdl', '.', 'WINDOWPOS_UNDEFINED', ',', 'sdl', '.', 'WINDOWPOS_UNDEFINED', ',']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
5,"        800, 600, sdl.WINDOW_SHOWN)","['800', ',', '600', ',', 'sdl', '.', 'WINDOW_SHOWN', ')']","['DECIMAL_LITERAL', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
6,"    renderer := sdl.CreateRenderer(window, -1, 0)","['renderer', ':=', 'sdl.CreateRenderer(window, -1, 0)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
7,"    texture := sdl.CreateTexture(renderer, sdl.PIXELFORMAT_ARGB8888,","['texture', ':=', 'sdl', '.', 'CreateTexture', '(', 'renderer', ',', 'sdl', '.', 'PIXELFORMAT_ARGB8888', ',']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
8,"        sdl.TEXTUREACCESS_STATIC, 800, 600)","['sdl', '.', 'TEXTUREACCESS_STATIC', ',', '800', ',', '600', ')']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION']"
9,    defer renderer.Destroy(),"['defer', 'renderer.Destroy()']","['IDENTIFIER', 'FUNCTION_CALL']"
