,text,token,annotation
0,"So far, I use different workspaces either when I want to use a different version of Go or I want to separate my private work from the code the kids and I have fun with.  Also if I want to play with some open source code but want a simple way of cleaning it all up later.

Something like 

","['So', 'far', ',', 'I', 'use', 'different', 'workspaces', 'either', 'when', 'I', 'want', 'to', 'use', 'a', 'different', 'version', 'of', 'Go', 'or', 'I', 'want', 'to', 'separate', 'my', 'private', 'work', 'from', 'the', 'code', 'the', 'kids', 'and', 'I', 'have', 'fun', 'with', '.', 'Also', 'if', 'I', 'want', 'to', 'play', 'with', 'some', 'open', 'source', 'code', 'but', 'want', 'a', 'simple', 'way', 'of', 'cleaning', 'it', 'all', 'up', 'later', '.', 'Something', 'like']","['RB', 'RB', ',', 'PRP', 'VBP', 'JJ', 'NNS', 'CC', 'WRB', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'CC', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'NN', 'DT', 'NNS', 'CC', 'PRP', 'VBP', 'VBN', 'IN', '.', 'RB', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'NN', 'CC', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'PRP', 'DT', 'RB', 'RB', '.', 'VBG', 'IN']"
1,mk /tmp/tmpgo,"['mk', '/tmp/tmpgo']","['IDENTIFIER', 'DIRECTORY']"
2,cd /tmp/tmpgo,"['cd', '/tmp/tmpgo']","['IDENTIFIER', 'DIRECTORY']"
3,# Copy or edit a setenv file,"['Copy', 'or', 'edit', 'a', 'setenv', 'file']","['IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER']"
4,. setenv  # I use bash,"['.', 'setenv', 'I', 'use', 'bash']","['PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER']"
5,"

The setenv file looks something like this.

","['The', 'setenv', 'file', 'looks', 'something', 'like', 'this', '.']","['DT', 'NN', 'NN', 'VBZ', 'NN', 'IN', 'DT', '.']"
6,export GOROOT=$HOME/go16,"['export', 'GOROOT', '=$', 'HOME/go16']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'DIRECTORY']"
7,export GOPATH=$PWD,"['export', 'GOPATH', '=$', 'PWD']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
8,export GOBIN=$GOPATH/bin,"['export', 'GOBIN', '=$', 'GOPATH/bin']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'DIRECTORY']"
9,export PATH=$GOROOT/bin:$GOPATH/bin:$PATH,"['export', 'PATH', '=$', 'GOROOT/bin:$GOPATH/bin:$PATH']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'DIRECTORY']"
10,export PS1='\[\033[01;32m\]workspacenamehere\[\033[01;33m\] \W\[\033[00m\] ',"['export', 'PS1', '=', ""'\\[\\033[01;32m\\]workspacenamehere\\[\\033[01;33m\\] \\W\\[\\033[00m\\] '""]","['IDENTIFIER', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
11,"

This gives me a go workspace with its own bin, src, pkg subdirectories.  I can go get anything I want.  Later I can delete the whole temporary directory if I like.  Getting things from repositories like github.com has a tendency to get many packages from other contributors, but because it puts them all into a clean src subdirectory, it's easy to use find and see what has been pulled down.  And later it is even easier to remove everything from the hd again.
","['This', 'gives', 'me', 'a', 'go', 'workspace', 'with', 'its', 'own', 'bin', ',', 'src', ',', 'pkg', 'subdirectories', '.', 'I', 'can', 'go', 'get', 'anything', 'I', 'want', '.', 'Later', 'I', 'can', 'delete', 'the', 'whole', 'temporary', 'directory', 'if', 'I', 'like', '.', 'Getting', 'things', 'from', 'repositories', 'like', 'github.com', 'has', 'a', 'tendency', 'to', 'get', 'many', 'packages', 'from', 'other', 'contributors', ',', 'but', 'because', 'it', 'puts', 'them', 'all', 'into', 'a', 'clean', 'src', 'subdirectory', ',', 'it', ""'s"", 'easy', 'to', 'use', 'find', 'and', 'see', 'what', 'has', 'been', 'pulled', 'down', '.', 'And', 'later', 'it', 'is', 'even', 'easier', 'to', 'remove', 'everything', 'from', 'the', 'hd', 'again', '.']","['DT', 'VBZ', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'NN', ',', 'NN', ',', 'JJ', 'NNS', '.', 'PRP', 'MD', 'VB', 'VB', 'NN', 'PRP', 'VBP', '.', 'RB', 'PRP', 'MD', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'PRP', 'VBP', '.', 'VBG', 'NNS', 'IN', 'NNS', 'IN', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', ',', 'CC', 'IN', 'PRP', 'VBZ', 'PRP', 'DT', 'IN', 'DT', 'JJ', 'NN', 'NN', ',', 'PRP', 'VBZ', 'JJ', 'TO', 'VB', 'NN', 'CC', 'VB', 'WDT', 'VBZ', 'VBN', 'VBN', 'RP', '.', 'CC', 'RBR', 'PRP', 'VBZ', 'RB', 'JJR', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'RB', '.']"
