,text,token,annotation
0,"The following program runs fine.

","['The', 'following', 'program', 'runs', 'fine', '.']","['DT', 'JJ', 'NN', 'NNS', 'VBP', '.']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
4,),[')'],['PUNCTUATION']
5,type Person interface {,"['type', 'Person', 'interface', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
6,    Hello(),"['Hello', '()']","['IDENTIFIER', 'PUNCTUATION']"
7,},['}'],['PUNCTUATION']
8,type Joker struct {,"['type', 'Joker', 'struct', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
9,    Name string,"['Name', 'string']","['IDENTIFIER', 'IDENTIFIER']"
10,},['}'],['PUNCTUATION']
11,func (j Joker) Hello() {,"['func', '(', 'j', 'Joker', ')', 'Hello', '()', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
12,"    fmt.Println(j.Name, ""says, \""Hello!\"""")","['fmt.Println(j.Name, ""says, \\""Hello!\\"""")']",['FUNCTION_CALL']
13,},['}'],['PUNCTUATION']
14,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
15,"    var j Joker = Joker{""Peter""}","['var', 'j', 'Joker', '=', 'Joker', '{', '""Peter""', '}']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
16,    invokeHello(j),"['invokeHello', '(', 'j', ')']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
17,},['}'],['PUNCTUATION']
18,func invokeHello(p Person) {,"['func', 'invokeHello', '(', 'p', 'Person', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
19,    p.Hello(),['p.Hello()'],['FUNCTION_CALL']
20,},['}'],['PUNCTUATION']
21,"

Here is the output.

","['Here', 'is', 'the', 'output', '.']","['RB', 'VBZ', 'DT', 'NN', '.']"
22,$ go run foo.go,"['$', 'go', 'run', 'foo', '.', 'go']","['PUNCTUATION', 'KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'KEYWORD']"
23,"Peter says, ""Hello!""","['Peter', 'says', ',', '""Hello!""']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL']"
24,"

But when I change the Hello method to receive a pointer, I get errors.

","['But', 'when', 'I', 'change', 'the', 'Hello', 'method', 'to', 'receive', 'a', 'pointer', ',', 'I', 'get', 'errors', '.']","['CC', 'WRB', 'PRP', 'VBP', 'DT', 'NNP', 'NN', 'TO', 'VB', 'DT', 'NN', ',', 'PRP', 'VBP', 'NNS', '.']"
25,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
26,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
27,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
28,),[')'],['PUNCTUATION']
29,type Person interface {,"['type', 'Person', 'interface', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
30,    Hello(),"['Hello', '()']","['IDENTIFIER', 'PUNCTUATION']"
31,},['}'],['PUNCTUATION']
32,type Joker struct {,"['type', 'Joker', 'struct', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
33,    Name string,"['Name', 'string']","['IDENTIFIER', 'IDENTIFIER']"
34,},['}'],['PUNCTUATION']
35,func (j *Joker) Hello() {,"['func', '(', 'j', '*', 'Joker', ')', 'Hello', '()', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
36,"    fmt.Println(j.Name, ""says, \""Hello!\"""")","['fmt.Println(j.Name, ""says, \\""Hello!\\"""")']",['FUNCTION_CALL']
37,},['}'],['PUNCTUATION']
38,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
