,text,token,annotation
0,"I'm having a hard time understanding how buffered channels work. Based on the following example, i'm trying to utilize 2 threads at a time to print out the current time, with approximately 2 second delays between every 2 go calls:

","['I', ""'m"", 'having', 'a', 'hard', 'time', 'understanding', 'how', 'buffered', 'channels', 'work', '.', 'Based', 'on', 'the', 'following', 'example', ',', 'i', ""'m"", 'trying', 'to', 'utilize', '2', 'threads', 'at', 'a', 'time', 'to', 'print', 'out', 'the', 'current', 'time', ',', 'with', 'approximately', '2', 'second', 'delays', 'between', 'every', '2', 'go', 'calls', ':']","['PRP', 'VBP', 'VBG', 'DT', 'JJ', 'NN', 'VBG', 'WRB', 'JJ', 'NNS', 'NN', '.', 'VBN', 'IN', 'DT', 'JJ', 'NN', ',', 'JJ', 'VBP', 'VBG', 'TO', 'VB', 'CD', 'NNS', 'IN', 'DT', 'NN', 'TO', 'VB', 'RP', 'DT', 'JJ', 'NN', ',', 'IN', 'RB', 'CD', 'JJ', 'NNS', 'IN', 'DT', 'CD', 'VBP', 'NNS', ':']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,"import ""fmt""","['import', '""fmt""']","['KEYWORD', 'STRING_LITERAL']"
3,"import ""time""","['import', '""time""']","['KEYWORD', 'STRING_LITERAL']"
4,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
5,    returnCurrentTime := func() string  {,"['return', 'CurrentTime', ':=', 'func', '()', 'string', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
6,        return time.Now().String(),"['return', 'time.Now().String()']","['KEYWORD', 'FUNCTION_CALL']"
7,    },['}'],['PUNCTUATION']
8,"    c := make(chan string, 2)","['c', ':=', 'make', '(', 'chan', 'string', ',', '2', ')']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'DECIMAL_LITERAL', 'PUNCTUATION']"
9,    asyncReturnCurrentTime := func(c chan string) {,"['asyncReturnCurrentTime', ':=', 'func', '(', 'c', 'chan', 'string', ')', '{']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
10,        time.Sleep(2001 * time.Millisecond),['time.Sleep(2001 * time.Millisecond)'],['FUNCTION_CALL']
11,        c <- returnCurrentTime(),"['c', '<-', 'return', 'CurrentTime', '()']","['IDENTIFIER', 'CHANNEL_OPERATOR', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
12,    },['}'],['PUNCTUATION']
13,    for i := 1; i != 7; i++ {,"['for', 'i', ':=', '1', ';', 'i', '!=', '7', ';', 'i', '++', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'PUNCTUATION']"
14,        go asyncReturnCurrentTime(c),"['go', 'asyncReturnCurrentTime', '(', 'c', ')']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
15,        if(i % 3 == 0) {,"['if', '(', 'i', '%', '3', '==', '0', ')', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'DECIMAL_LITERAL', 'RELATION_OPERATOR', 'OCTAL_LITERAL', 'PUNCTUATION', 'PUNCTUATION']"
16,            fmt.Println(<- c),['fmt.Println(<- c)'],['FUNCTION_CALL']
17,            fmt.Println(<- c),['fmt.Println(<- c)'],['FUNCTION_CALL']
18,            fmt.Println(<- c),['fmt.Println(<- c)'],['FUNCTION_CALL']
