,text,token,annotation
0,"You just have defined a recursive data type. You can render it by defining a recursive template:

","['You', 'just', 'have', 'defined', 'a', 'recursive', 'data', 'type', '.', 'You', 'can', 'render', 'it', 'by', 'defining', 'a', 'recursive', 'template', ':']","['PRP', 'RB', 'VBP', 'VBN', 'DT', 'JJ', 'NN', 'NN', '.', 'PRP', 'MD', 'VB', 'PRP', 'IN', 'VBG', 'DT', 'JJ', 'NN', ':']"
1,"{{define ""replies""}}","['{{', 'define', '""replies""', '}}']","['PUNCTUATION', 'IDENTIFIER', 'STRING_LITERAL', 'PUNCTUATION']"
2,  ,[],[]
3,"    {{ range $key, $value := . }}","['{{', 'range', '$', 'key', ',', '$', 'value', ':=', '.', '}}']","['PUNCTUATION', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'PUNCTUATION', 'PUNCTUATION']"
4,      ,[],[]
5,        ,[],[]
6,          {{ $value.ID }},"['{{', '$', 'value', '.', 'ID', '}}']","['PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
7,        ,[],[]
8,        {{ $value.PostNum }},"['{{', '$', 'value', '.', 'PostNum', '}}']","['PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
9,      ,[],[]
10,"      {{template ""replies"" .Replies}}","['{{', 'template', '""replies""', '.', 'Replies', '}}']","['PUNCTUATION', 'IDENTIFIER', 'STRING_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
11,    {{end}},"['{{', 'end', '}}']","['PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
12,  ,[],[]
13,{{end}},"['{{', 'end', '}}']","['PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
14,  {{ .Title  }},"['{{', '.', 'Title', '}}']","['PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
15,  {{ .Body  }},"['{{', '.', 'Body', '}}']","['PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
16,"  {{ template ""replies"" .Replies }}","['{{', 'template', '""replies""', '.', 'Replies', '}}']","['PUNCTUATION', 'IDENTIFIER', 'STRING_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
