,text,token,annotation
0,"As others have said, there are no guarantees you can assume about the order of execution.

The Go scheduler has an internal algorithm that decides how to allocate the processor and there is little you can do to control this without resorting to synchronization (which would be the right approach to take here).

If you are interested in learning how to control synchronization between tasks, take a look at the sync package, and also at how channels work:

https://golang.org/pkg/sync/

https://tour.golang.org/concurrency/2

However, I want to add something that others have not mentioned, and while it does not allow you to control execution order, it might be worth commenting due to the nature of the question.

There is a runtime.Gosched function that you can use to hint the scheduler. It would yield the processor so it is likely that other threads will execute.

https://golang.org/pkg/runtime/#Gosched

If you add a call to Gosched instead of sleeping, in my tests it is much more likely that ""hello"" and ""world"" would output in order (though again, there is no guarantee and they will appear in random order at times).

Try it like this:

","['As', 'others', 'have', 'said', ',', 'there', 'are', 'no', 'guarantees', 'you', 'can', 'assume', 'about', 'the', 'order', 'of', 'execution', '.', 'The', 'Go', 'scheduler', 'has', 'an', 'internal', 'algorithm', 'that', 'decides', 'how', 'to', 'allocate', 'the', 'processor', 'and', 'there', 'is', 'little', 'you', 'can', 'do', 'to', 'control', 'this', 'without', 'resorting', 'to', 'synchronization', '(', 'which', 'would', 'be', 'the', 'right', 'approach', 'to', 'take', 'here', ')', '.', 'If', 'you', 'are', 'interested', 'in', 'learning', 'how', 'to', 'control', 'synchronization', 'between', 'tasks', ',', 'take', 'a', 'look', 'at', 'the', 'sync', 'package', ',', 'and', 'also', 'at', 'how', 'channels', 'work', ':', 'https', ':', '//golang.org/pkg/sync/', 'https', ':', '//tour.golang.org/concurrency/2', 'However', ',', 'I', 'want', 'to', 'add', 'something', 'that', 'others', 'have', 'not', 'mentioned', ',', 'and', 'while', 'it', 'does', 'not', 'allow', 'you', 'to', 'control', 'execution', 'order', ',', 'it', 'might', 'be', 'worth', 'commenting', 'due', 'to', 'the', 'nature', 'of', 'the', 'question', '.', 'There', 'is', 'a', 'runtime.Gosched', 'function', 'that', 'you', 'can', 'use', 'to', 'hint', 'the', 'scheduler', '.', 'It', 'would', 'yield', 'the', 'processor', 'so', 'it', 'is', 'likely', 'that', 'other', 'threads', 'will', 'execute', '.', 'https', ':', '//golang.org/pkg/runtime/', '#', 'Gosched', 'If', 'you', 'add', 'a', 'call', 'to', 'Gosched', 'instead', 'of', 'sleeping', ',', 'in', 'my', 'tests', 'it', 'is', 'much', 'more', 'likely', 'that', '``', 'hello', ""''"", 'and', '``', 'world', ""''"", 'would', 'output', 'in', 'order', '(', 'though', 'again', ',', 'there', 'is', 'no', 'guarantee', 'and', 'they', 'will', 'appear', 'in', 'random', 'order', 'at', 'times', ')', '.', 'Try', 'it', 'like', 'this', ':']","['IN', 'NNS', 'VBP', 'VBD', ',', 'EX', 'VBP', 'DT', 'NNS', 'PRP', 'MD', 'VB', 'IN', 'DT', 'NN', 'IN', 'NN', '.', 'DT', 'NNP', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'WRB', 'TO', 'VB', 'DT', 'NN', 'CC', 'EX', 'VBZ', 'JJ', 'PRP', 'MD', 'VB', 'TO', 'VB', 'DT', 'IN', 'VBG', 'TO', 'NN', '(', 'WDT', 'MD', 'VB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'RB', ')', '.', 'IN', 'PRP', 'VBP', 'JJ', 'IN', 'VBG', 'WRB', 'TO', 'VB', 'NN', 'IN', 'NNS', ',', 'VBP', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', ',', 'CC', 'RB', 'IN', 'WRB', 'JJ', 'NN', ':', 'NN', ':', 'JJ', 'NN', ':', 'NN', 'RB', ',', 'PRP', 'VBP', 'TO', 'VB', 'NN', 'IN', 'NNS', 'VBP', 'RB', 'VBN', ',', 'CC', 'IN', 'PRP', 'VBZ', 'RB', 'VB', 'PRP', 'TO', 'VB', 'NN', 'NN', ',', 'PRP', 'MD', 'VB', 'JJ', 'VBG', 'JJ', 'TO', 'DT', 'NN', 'IN', 'DT', 'NN', '.', 'EX', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP', 'MD', 'VB', 'TO', 'VB', 'DT', 'NN', '.', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'PRP', 'VBZ', 'JJ', 'IN', 'JJ', 'NNS', 'MD', 'VB', '.', 'NN', ':', 'JJ', '#', 'VBN', 'IN', 'PRP', 'VBP', 'DT', 'NN', 'TO', 'NNP', 'RB', 'IN', 'VBG', ',', 'IN', 'PRP$', 'NNS', 'PRP', 'VBZ', 'RB', 'RBR', 'JJ', 'IN', '``', 'NN', ""''"", 'CC', '``', 'NN', ""''"", 'MD', 'NN', 'IN', 'NN', '(', 'IN', 'RB', ',', 'EX', 'VBZ', 'DT', 'NN', 'CC', 'PRP', 'MD', 'VB', 'IN', 'JJ', 'NN', 'IN', 'NNS', ')', '.', 'VB', 'PRP', 'IN', 'DT', ':']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
4,"    ""runtime""","['""runtime""']",['STRING_LITERAL']
5,),[')'],['PUNCTUATION']
6,func say(s string) {,"['func', 'say', '(', 's', 'string', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
7,    for i := 0; i < 5; i++ {,"['for', 'i', ':=', '0', ';', 'i', '<', '5', ';', 'i', '++', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'PUNCTUATION']"
8,"        fmt.Println(s, i)","['fmt.Println(s, i)']",['FUNCTION_CALL']
9,        runtime.Gosched(),['runtime.Gosched()'],['FUNCTION_CALL']
10,    },['}'],['PUNCTUATION']
11,},['}'],['PUNCTUATION']
12,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
13,"    go say(""world"")","['go', 'say', '(', '""world""', ')']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
14,"    say(""hello"")","['say', '(', '""hello""', ')']","['IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
15,},['}'],['PUNCTUATION']
16,"

Lastly, take a look at this article which you might find interesting as well:

http://container-solutions.com/surprise-golang-thread-scheduling/
","['Lastly', ',', 'take', 'a', 'look', 'at', 'this', 'article', 'which', 'you', 'might', 'find', 'interesting', 'as', 'well', ':', 'http', ':', '//container-solutions.com/surprise-golang-thread-scheduling/']","['RB', ',', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'WDT', 'PRP', 'MD', 'VB', 'JJ', 'RB', 'RB', ':', 'NN', ':', 'JJ']"
