,text,token,annotation
0,"A reminder that security is unusually treacherous territory, and if there's a way to call on other well-tested code even more of your toplevel task than just what Go's OpenPGP package is handling for you, consider it. It's good that at least low-level details are outsourced to openpgp because they're nasty and so so easy to get wrong. But tiny mistakes at any level can make crypto features worse than useless; if there's a way to write less security-critical code, that's one of the best things anyone can do for security.

On the specific question: you have to Close() the writer to get everything flushed out (a trait OpenPGP's writer shares with, say, compress/gzip's). 

Unrelated changes: the way you're printing things is a better fit log.Println, which just lets you pass a bunch of values you want printed with spaces in between (like, say, Python print), rather than needing format specifiers like ""%s"" or ""%d"". (The ""EXTRA"" in your initial output is what Go's Printf emits when you pass more things than you had format specifiers for.) It's also best practice to check errors (I dropped if err != nils where I saw a need, but inelegantly and without much thought, and I may not have gotten all the calls) and to run go fmt on your code. 

Again, I can't testify to the seaworthiness of this code or anything like that. But now it round-trips all the text. I wound up with:

","['A', 'reminder', 'that', 'security', 'is', 'unusually', 'treacherous', 'territory,', 'and', 'if', ""there's"", 'a', 'way', 'to', 'call', 'on', 'other', 'well-tested', 'code', 'even', 'more', 'of', 'your', 'toplevel', 'task', 'than', 'just', 'what', ""Go's"", 'OpenPGP', 'package', 'is', 'handling', 'for', 'you,', 'consider', 'it.', ""It's"", 'good', 'that', 'at', 'least', 'low-level', 'details', 'are', 'outsourced', 'to', 'openpgp', 'because', ""they're"", 'nasty', 'and', 'so', 'so', 'easy', 'to', 'get', 'wrong.', 'But', 'tiny', 'mistakes', 'at', 'any', 'level', 'can', 'make', 'crypto', 'features', 'worse', 'than', 'useless;', 'if', ""there's"", 'a', 'way', 'to', 'write', 'less', 'security-critical', 'code,', ""that's"", 'one', 'of', 'the', 'best', 'things', 'anyone', 'can', 'do', 'for', 'security.', 'On', 'the', 'specific', 'question:', 'you', 'have', 'to', 'Close()', 'the', 'writer', 'to', 'get', 'everything', 'flushed', 'out', '(a', 'trait', ""OpenPGP's"", 'writer', 'shares', 'with,', 'say,', ""compress/gzip's)."", 'Unrelated', 'changes:', 'the', 'way', ""you're"", 'printing', 'things', 'is', 'a', 'better', 'fit', 'log.Println,', 'which', 'just', 'lets', 'you', 'pass', 'a', 'bunch', 'of', 'values', 'you', 'want', 'printed', 'with', 'spaces', 'in', 'between', '(like,', 'say,', 'Python', 'print),', 'rather', 'than', 'needing', 'format', 'specifiers', 'like', '""%s""', 'or', '""%d"".', '(The', '""EXTRA""', 'in', 'your', 'initial', 'output', 'is', 'what', ""Go's"", 'Printf', 'emits', 'when', 'you', 'pass', 'more', 'things', 'than', 'you', 'had', 'format', 'specifiers', 'for.)', ""It's"", 'also', 'best', 'practice', 'to', 'check', 'errors', '(I', 'dropped', 'if', 'err', '!=', 'nils', 'where', 'I', 'saw', 'a', 'need,', 'but', 'inelegantly', 'and', 'without', 'much', 'thought,', 'and', 'I', 'may', 'not', 'have', 'gotten', 'all', 'the', 'calls)', 'and', 'to', 'run', 'go', 'fmt', 'on', 'your', 'code.', 'Again,', 'I', ""can't"", 'testify', 'to', 'the', 'seaworthiness', 'of', 'this', 'code', 'or', 'anything', 'like', 'that.', 'But', 'now', 'it', 'round-trips', 'all', 'the', 'text.', 'I', 'wound', 'up', 'with:']","['DT', 'NN', 'IN', 'NN', 'VBZ', 'RB', 'JJ', 'NN', 'CC', 'IN', 'VBN', 'DT', 'NN', 'TO', 'VB', 'IN', 'JJ', 'JJ', 'NN', 'RB', 'JJR', 'IN', 'PRP$', 'NN', 'NN', 'IN', 'RB', 'WP', 'NNP', 'NNP', 'NN', 'VBZ', 'VBG', 'IN', 'NN', 'NN', 'NN', 'NNP', 'VBD', 'DT', 'IN', 'JJS', 'JJ', 'NNS', 'VBP', 'VBN', 'TO', 'VB', 'IN', 'NN', 'JJ', 'CC', 'RB', 'RB', 'JJ', 'TO', 'VB', 'JJ', 'CC', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'MD', 'VB', 'NN', 'NNS', 'JJR', 'IN', 'JJ', 'IN', 'EX', 'DT', 'NN', 'TO', 'VB', 'JJR', 'JJ', 'NN', 'IN', 'CD', 'IN', 'DT', 'JJS', 'NNS', 'NN', 'MD', 'VB', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'NN', 'TO', 'VB', 'NN', 'VBN', 'RP', 'JJ', 'NN', 'NNP', 'NN', 'NNS', 'VBP', 'JJ', 'NN', 'NNP', 'VBD', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'VBZ', 'DT', 'JJR', 'NN', 'NN', 'WDT', 'RB', 'VBZ', 'PRP', 'VB', 'DT', 'NN', 'IN', 'NNS', 'PRP', 'VBP', 'VBN', 'IN', 'NNS', 'IN', 'IN', 'NNP', 'VBD', 'NNP', 'NN', 'RB', 'IN', 'VBG', 'JJ', 'NNS', 'IN', 'NN', 'CC', 'VB', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'VBZ', 'WP', 'NNP', 'NNP', 'VBZ', 'WRB', 'PRP', 'VBP', 'JJR', 'NNS', 'IN', 'PRP', 'VBD', 'VBN', 'NNS', 'VBP', 'NNP', 'RB', 'RB', 'NN', 'TO', 'VB', 'NNS', 'NNP', 'VBD', 'IN', 'JJ', 'NN', 'NNS', 'WRB', 'PRP', 'VBD', 'DT', 'NN', 'CC', 'RB', 'CC', 'IN', 'JJ', 'NN', 'CC', 'PRP', 'MD', 'RB', 'VB', 'VBN', 'PDT', 'DT', 'NN', 'CC', 'TO', 'VB', 'VB', 'RB', 'IN', 'PRP$', 'NN', 'NNP', 'PRP', 'VBP', 'VB', 'TO', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'NN', 'IN', 'NNS', 'CC', 'RB', 'PRP', 'VBZ', 'PDT', 'DT', 'NN', 'PRP', 'VBD', 'RP', 'NN']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""bytes""","['""bytes""']",['STRING_LITERAL']
4,"    ""code.google.com/p/go.crypto/openpgp""","['""code.google.com/p/go.crypto/openpgp""']",['STRING_LITERAL']
5,"    ""encoding/base64""","['""encoding/base64""']",['STRING_LITERAL']
6,"    ""io/ioutil""","['""io/ioutil""']",['STRING_LITERAL']
7,"    ""log""","['""log""']",['STRING_LITERAL']
8,"    ""os""","['""os""']",['STRING_LITERAL']
9,),[')'],['PUNCTUATION']
