,text,token,annotation
0,"You appear to have several different problems in your code.


There is no need to truncate the data to 128 characters in your PHP code as you are not doing the same in your go code. This discrepancy will cause the bytes to be different and therefore the computed signatures to be different. 
You are using the ","['You', 'appear', 'to', 'have', 'several', 'different', 'problems', 'in', 'your', 'code.', 'There', 'is', 'no', 'need', 'to', 'truncate', 'the', 'data', 'to', '128', 'characters', 'in', 'your', 'PHP', 'code', 'as', 'you', 'are', 'not', 'doing', 'the', 'same', 'in', 'your', 'go', 'code.', 'This', 'discrepancy', 'will', 'cause', 'the', 'bytes', 'to', 'be', 'different', 'and', 'therefore', 'the', 'computed', 'signatures', 'to', 'be', 'different.', 'You', 'are', 'using', 'the']","['PRP', 'VBP', 'TO', 'VB', 'JJ', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'EX', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'NNS', 'TO', 'CD', 'NNS', 'IN', 'PRP$', 'NNP', 'NN', 'IN', 'PRP', 'VBP', 'RB', 'VBG', 'DT', 'JJ', 'IN', 'PRP$', 'NN', 'NN', 'DT', 'NN', 'MD', 'VB', 'DT', 'NNS', 'TO', 'VB', 'JJ', 'CC', 'RB', 'DT', 'JJ', 'NNS', 'TO', 'VB', 'VBN', 'PRP', 'VBP', 'VBG', 'DT']"
1,openssl_public_decrypt,['openssl_public_decrypt'],['IDENTIFIER']
2," function to sign the data. While this does work in theory it's error prone. You are also using a public-key to sign the data, which is wrong - only private-keys can sign. It's much better to use PHP's openssl_sign function. 


Another source of error could be your signing code that uses the private key, which is not shown here. 

PHP's and Go's public key cryptography should be entirely compatible. To test this I've created the following identical signing scripts in both PHP and Go.

","['function', 'to', 'sign', 'the', 'data.', 'While', 'this', 'does', 'work', 'in', 'theory', ""it's"", 'error', 'prone.', 'You', 'are', 'also', 'using', 'a', 'public-key', 'to', 'sign', 'the', 'data,', 'which', 'is', 'wrong', '-', 'only', 'private-keys', 'can', 'sign.', ""It's"", 'much', 'better', 'to', 'use', ""PHP's"", 'openssl_sign', 'function.', 'Another', 'source', 'of', 'error', 'could', 'be', 'your', 'signing', 'code', 'that', 'uses', 'the', 'private', 'key,', 'which', 'is', 'not', 'shown', 'here.', ""PHP's"", 'and', ""Go's"", 'public', 'key', 'cryptography', 'should', 'be', 'entirely', 'compatible.', 'To', 'test', 'this', ""I've"", 'created', 'the', 'following', 'identical', 'signing', 'scripts', 'in', 'both', 'PHP', 'and', 'Go.']","['NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'VBZ', 'VB', 'IN', 'JJ', 'JJ', 'NN', 'NN', 'PRP', 'VBP', 'RB', 'VBG', 'DT', 'JJ', 'TO', 'VB', 'DT', 'NN', 'WDT', 'VBZ', 'JJ', ':', 'RB', 'NNS', 'MD', 'VB', 'NNP', 'RB', 'JJR', 'TO', 'VB', 'NNP', 'NN', 'NN', 'DT', 'NN', 'IN', 'NN', 'MD', 'VB', 'PRP$', 'VBG', 'NN', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'RB', 'VBN', 'NN', 'NNP', 'CC', 'NNP', 'JJ', 'NN', 'NN', 'MD', 'VB', 'RB', 'JJ', 'TO', 'VB', 'DT', 'NNP', 'VBD', 'DT', 'JJ', 'JJ', 'VBG', 'NNS', 'IN', 'DT', 'NNP', 'CC', 'NNP']"
3,<?php,"['<', 'php']","['RELATION_OPERATOR', 'IDENTIFIER']"
4,"$data = ""TEST DATA TO COMPUTE"";","['$', 'data', '=', '""TEST DATA TO COMPUTE""', ';']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'PUNCTUATION']"
5,"$privKeyPEM = ""-----BEGIN RSA PRIVATE KEY-----","['$', 'privKeyPEM', '=', '-----', 'BEGIN', 'RSA', 'PRIVATE', 'KEY', '-----']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
6,MIIBOgIBAAJBAK3ADijXKw72+YbC5QKK2y7IosCp7rWOhTf8Ph07ZA0KjdbKtfL/,"['MIIBOgIBAAJBAK3ADijXKw72', '+', 'YbC5QKK2y7IosCp7rWOhTf8Ph07ZA0KjdbKtfL', '/']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR']"
7,7dmNKjSP6EkC/DJUWfZJNLIlGOtDLLA/AnsCAwEAAQJAQj9kJrZDuKT6ZyOQZfPD,['7dmNKjSP6EkC/DJUWfZJNLIlGOtDLLA/AnsCAwEAAQJAQj9kJrZDuKT6ZyOQZfPD'],['DIRECTORY']
8,tobRZ1xjo93/dWU72bF3aHDo4ILMy2Kigy5yhZU0ZGjOuPv5eUOLRe/yxYQf6B5J,['tobRZ1xjo93/dWU72bF3aHDo4ILMy2Kigy5yhZU0ZGjOuPv5eUOLRe/yxYQf6B5J'],['DIRECTORY']
9,AQIhANbhfZ4QJC8dLXAqcsxOXuLgztzbKixUre0gnhiVSd1hAiEAzv+sHJ4PMjKs,"['AQIhANbhfZ4QJC8dLXAqcsxOXuLgztzbKixUre0gnhiVSd1hAiEAzv', '+', 'sHJ4PMjKs']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
10,Iuf6/nUI9XFgQQRd+NGRovyHRZC18VsCIAX7AKQFjvxAs6MLi2ZkR//IgfljoCjb,['Iuf6/nUI9XFgQQRd+NGRovyHRZC18VsCIAX7AKQFjvxAs6MLi2ZkR//IgfljoCjb'],['DIRECTORY']
11,snuHDN9iSEwBAiEAmAc1XCtGE+Mdg+GG+T3xn3pubDIN5oHcia0YmKIIzsMCIEy1,"['snuHDN9iSEwBAiEAmAc1XCtGE', '+', 'Mdg', '+', 'GG', '+', 'T3xn3pubDIN5oHcia0YmKIIzsMCIEy1']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
12,fWM5cIJ9bAUExKB6MV8PF+9EjDvXzbSk1/Ycta8z,['fWM5cIJ9bAUExKB6MV8PF+9EjDvXzbSk1/Ycta8z'],['DIRECTORY']
13,"-----END RSA PRIVATE KEY-----"";","['-----', 'END', 'RSA', 'PRIVATE', 'KEY', '-----', ';']","['PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
14,// Parse private key,"['//', 'Parse', 'private', 'key']","['COMMENT', 'NNP', 'JJ', 'NN']"
15,$privkey = openssl_pkey_get_private($privKeyPEM);,"['$', 'privkey', '=', 'openssl_pkey_get_private', '($', 'privKeyPEM', ');']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
16,if (!$privkey) {,"['if', '(!$', 'privkey', ')', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
17,"    exit(""Could not parse private key"");","['exit', '(', '""Could not parse private key""', ');']","['IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
18,},['}'],['PUNCTUATION']
19,// Compute the signature,"['//', 'Compute', 'the', 'signature']","['COMMENT', 'VB', 'DT', 'NN']"
20,$signature = '';,"['$', 'signature', '=', ""''"", ';']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'PUNCTUATION']"
21,"$ok = openssl_sign($data, $signature, $privkey, OPENSSL_ALGO_SHA1); //SHA1 of $data is computed automatically by this function","['$', 'ok', '=', 'openssl_sign', '($', 'data', ',', '$', 'signature', ',', '$', 'privkey', ',', 'OPENSSL_ALGO_SHA1', ');', '//', 'SHA1', 'of', '$data', 'is', 'computed', 'automatically', 'by', 'this', 'function']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'COMMENT', 'NNP', 'IN', 'NNP', 'VBZ', 'VBN', 'RB', 'IN', 'DT', 'NN']"
22,if (!$ok) {,"['if', '(!$', 'ok', ')', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
23,"    exit(""Could not compute signature"");","['exit', '(', '""Could not compute signature""', ');']","['IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
24,},['}'],['PUNCTUATION']
25,// Print the output,"['//', 'Print', 'the', 'output']","['COMMENT', 'VB', 'DT', 'NN']"
26,print base64_encode($signature);,"['print', 'base64_encode', '($', 'signature', ');']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
27,"

And the same thing in Go:

","['And', 'the', 'same', 'thing', 'in', 'Go:']","['CC', 'DT', 'JJ', 'NN', 'IN', 'NNP']"
28,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
29,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
30,"    ""crypto""","['""crypto""']",['STRING_LITERAL']
31,"    ""crypto/rand""","['""crypto/rand""']",['STRING_LITERAL']
32,"    ""crypto/rsa""","['""crypto/rsa""']",['STRING_LITERAL']
33,"    ""crypto/sha1""","['""crypto/sha1""']",['STRING_LITERAL']
34,"    ""crypto/x509""","['""crypto/x509""']",['STRING_LITERAL']
35,"    ""encoding/base64""","['""encoding/base64""']",['STRING_LITERAL']
36,"    ""encoding/pem""","['""encoding/pem""']",['STRING_LITERAL']
37,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
38,"    ""log""","['""log""']",['STRING_LITERAL']
39,),[')'],['PUNCTUATION']
40,const (,"['const', '(']","['KEYWORD', 'PUNCTUATION']"
41,"    data = ""TEST DATA TO COMPUTE""","['data', '=', '""TEST DATA TO COMPUTE""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
42,    privKeyPEM = `-----BEGIN RSA PRIVATE KEY-----,"['privKeyPEM', '=', '-----', 'BEGIN', 'RSA', 'PRIVATE', 'KEY', '-----']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
43,MIIBOgIBAAJBAK3ADijXKw72+YbC5QKK2y7IosCp7rWOhTf8Ph07ZA0KjdbKtfL/,"['MIIBOgIBAAJBAK3ADijXKw72', '+', 'YbC5QKK2y7IosCp7rWOhTf8Ph07ZA0KjdbKtfL', '/']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR']"
44,7dmNKjSP6EkC/DJUWfZJNLIlGOtDLLA/AnsCAwEAAQJAQj9kJrZDuKT6ZyOQZfPD,['7dmNKjSP6EkC/DJUWfZJNLIlGOtDLLA/AnsCAwEAAQJAQj9kJrZDuKT6ZyOQZfPD'],['DIRECTORY']
45,tobRZ1xjo93/dWU72bF3aHDo4ILMy2Kigy5yhZU0ZGjOuPv5eUOLRe/yxYQf6B5J,['tobRZ1xjo93/dWU72bF3aHDo4ILMy2Kigy5yhZU0ZGjOuPv5eUOLRe/yxYQf6B5J'],['DIRECTORY']
46,AQIhANbhfZ4QJC8dLXAqcsxOXuLgztzbKixUre0gnhiVSd1hAiEAzv+sHJ4PMjKs,"['AQIhANbhfZ4QJC8dLXAqcsxOXuLgztzbKixUre0gnhiVSd1hAiEAzv', '+', 'sHJ4PMjKs']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
47,Iuf6/nUI9XFgQQRd+NGRovyHRZC18VsCIAX7AKQFjvxAs6MLi2ZkR//IgfljoCjb,['Iuf6/nUI9XFgQQRd+NGRovyHRZC18VsCIAX7AKQFjvxAs6MLi2ZkR//IgfljoCjb'],['DIRECTORY']
48,snuHDN9iSEwBAiEAmAc1XCtGE+Mdg+GG+T3xn3pubDIN5oHcia0YmKIIzsMCIEy1,"['snuHDN9iSEwBAiEAmAc1XCtGE', '+', 'Mdg', '+', 'GG', '+', 'T3xn3pubDIN5oHcia0YmKIIzsMCIEy1']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
49,fWM5cIJ9bAUExKB6MV8PF+9EjDvXzbSk1/Ycta8z,['fWM5cIJ9bAUExKB6MV8PF+9EjDvXzbSk1/Ycta8z'],['DIRECTORY']
50,-----END RSA PRIVATE KEY-----`,"['-----', 'END', 'RSA', 'PRIVATE', 'KEY', '-----']","['PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
51,),[')'],['PUNCTUATION']
52,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
53,    // Parse private key into rsa.PrivateKey,"['//', 'Parse', 'private', 'key', 'into', 'rsa.PrivateKey']","['COMMENT', 'NNP', 'JJ', 'NN', 'IN', 'NN']"
54,"    PEMBlock, _ := pem.Decode([]byte(privKeyPEM))","['PEMBlock', ',', '_', ':=', 'pem.Decode([]byte(privKeyPEM))']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
55,    if PEMBlock == nil {,"['if', 'PEMBlock', '==', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
56,"        log.Fatal(""Could not parse Private Key PEM"")","['log.Fatal(""Could not parse Private Key PEM"")']",['FUNCTION_CALL']
57,    },['}'],['PUNCTUATION']
58,"    if PEMBlock.Type != ""RSA PRIVATE KEY"" {","['if', 'PEMBlock', '.', 'Type', '!=', '""RSA PRIVATE KEY""', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', 'STRING_LITERAL', 'PUNCTUATION']"
59,"        log.Fatal(""Found wrong key type"")","['log.Fatal(""Found wrong key type"")']",['FUNCTION_CALL']
60,    },['}'],['PUNCTUATION']
61,"    privkey, err := x509.ParsePKCS1PrivateKey(PEMBlock.Bytes)","['privkey', ',', 'err', ':=', 'x509.ParsePKCS1PrivateKey(PEMBlock.Bytes)']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
62,    if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
63,        log.Fatal(err),['log.Fatal(err)'],['FUNCTION_CALL']
64,    },['}'],['PUNCTUATION']
65,    // Compute the sha1,"['//', 'Compute', 'the', 'sha1']","['COMMENT', 'VB', 'DT', 'NN']"
66,    h := sha1.New(),"['h', ':=', 'sha1.New()']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
67,    h.Write([]byte(data)),['h.Write([]byte(data))'],['FUNCTION_CALL']
68,    // Sign the data,"['//', 'Sign', 'the', 'data']","['COMMENT', 'NNP', 'DT', 'NN']"
69,"    signature, err := rsa.SignPKCS1v15(rand.Reader, privkey, crypto.SHA1, h.Sum(nil))","['signature', ',', 'err', ':=', 'rsa.SignPKCS1v15(rand.Reader, privkey, crypto.SHA1, h.Sum(nil))']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
70,    if err != nil {,"['if', 'err', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'RELATION_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
71,        log.Fatal(err),['log.Fatal(err)'],['FUNCTION_CALL']
72,    },['}'],['PUNCTUATION']
73,    // Print the results,"['//', 'Print', 'the', 'results']","['COMMENT', 'VB', 'DT', 'NNS']"
74,    fmt.Print(base64.StdEncoding.EncodeToString(signature)),['fmt.Print(base64.StdEncoding.EncodeToString(signature))'],['FUNCTION_CALL']
75,},['}'],['PUNCTUATION']
76,"

You can verify that these do, indeed, produce the same output and sign the same data in the same way. 

We can also use both PHP and Go to verify the signatures. Here are a set of PHP and Go scripts that will both read a signature from standard input and verify it. 

","['You', 'can', 'verify', 'that', 'these', 'do,', 'indeed,', 'produce', 'the', 'same', 'output', 'and', 'sign', 'the', 'same', 'data', 'in', 'the', 'same', 'way.', 'We', 'can', 'also', 'use', 'both', 'PHP', 'and', 'Go', 'to', 'verify', 'the', 'signatures.', 'Here', 'are', 'a', 'set', 'of', 'PHP', 'and', 'Go', 'scripts', 'that', 'will', 'both', 'read', 'a', 'signature', 'from', 'standard', 'input', 'and', 'verify', 'it.']","['PRP', 'MD', 'VB', 'IN', 'DT', 'NNS', 'VBP', 'VBP', 'DT', 'JJ', 'NN', 'CC', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'IN', 'PRP', 'MD', 'RB', 'VB', 'DT', 'NNP', 'CC', 'NNP', 'TO', 'VB', 'DT', 'NN', 'RB', 'VBP', 'DT', 'NN', 'IN', 'NNP', 'CC', 'NNP', 'VBP', 'WDT', 'MD', 'DT', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'CC', 'VB', 'NN']"
77,<?php  ,"['<', 'php']","['RELATION_OPERATOR', 'IDENTIFIER']"
78,"$data = ""TEST DATA TO COMPUTE"";","['$', 'data', '=', '""TEST DATA TO COMPUTE""', ';']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'PUNCTUATION']"
79,"$pubKeyPEM = ""-----BEGIN PUBLIC KEY-----","['$', 'pubKeyPEM', '=', '-----', 'BEGIN', 'PUBLIC', 'KEY', '-----']","['PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
80,MFwwDQYJKoZIhvcNAQEBBQADSwAwSAJBAK3ADijXKw72+YbC5QKK2y7IosCp7rWO,"['MFwwDQYJKoZIhvcNAQEBBQADSwAwSAJBAK3ADijXKw72', '+', 'YbC5QKK2y7IosCp7rWO']","['IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER']"
81,hTf8Ph07ZA0KjdbKtfL/7dmNKjSP6EkC/DJUWfZJNLIlGOtDLLA/AnsCAwEAAQ==,['hTf8Ph07ZA0KjdbKtfL/7dmNKjSP6EkC/DJUWfZJNLIlGOtDLLA/AnsCAwEAAQ=='],['DIRECTORY']
82,"-----END PUBLIC KEY-----"";","['-----', 'END', 'PUBLIC', 'KEY', '-----', ';']","['PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
83,// Parse public key,"['//', 'Parse', 'public', 'key']","['COMMENT', 'NNP', 'JJ', 'NN']"
