,text,token,annotation
0,"The following code prettily statisfies your requirement, you can get this code at https://gist.github.com/hygull/645c3dc39c69b6b69c06f5ea9deee41f. The table data has been also provided.

","['The', 'following', 'code', 'prettily', 'statisfies', 'your', 'requirement,', 'you', 'can', 'get', 'this', 'code', 'at', 'https://gist.github.com/hygull/645c3dc39c69b6b69c06f5ea9deee41f.', 'The', 'table', 'data', 'has', 'been', 'also', 'provided.']","['DT', 'JJ', 'NN', 'JJ', 'NNS', 'PRP$', 'NN', 'PRP', 'MD', 'VB', 'DT', 'NN', 'IN', 'PDT', 'DT', 'NN', 'NN', 'VBZ', 'VBN', 'RB', 'NN']"
1,/**,['/**'],['PUNCTUATION']
2,    {,['{'],['PUNCTUATION']
3,"        ""created_on"": ""26 may 2017"",","['""created_on""', ':', '""26 may 2017""', ',']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
4,"        ""todos"": [","['""todos""', ':', '[']","['STRING_LITERAL', 'PUNCTUATION', 'PUNCTUATION']"
5,"            ""go get github.com/go-sql-driver/mysql""     ","['""go get github.com/go-sql-driver/mysql""']",['STRING_LITERAL']
6,"        ],","['],']",['PUNCTUATION']
7,"        ""aim"": ""Reading fname column into []string(slice of strings)""","['""aim""', ':', '""Reading fname column into []string(slice of strings)""']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL']"
8,    },['}'],['PUNCTUATION']
9,*/,['*/'],['PUNCTUATION']
10,/* ,['/*'],['PUNCTUATION']
11,mysql> select * from users;,"['mysql', '>', 'select', '*', 'from', 'users', ';']","['IDENTIFIER', 'RELATION_OPERATOR', 'KEYWORD', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
12,+----+-----------+----------+----------+-------------------------------+--------------+,['+----+-----------+----------+----------+-------------------------------+--------------+'],['PUNCTUATION']
13,| id | fname     | lname    | uname    | email                         | contact      |,"['|', 'id', '|', 'fname', '|', 'lname', '|', 'uname', '|', 'email', '|', 'contact', '|']","['BITWISE_OPERATOR', 'IDENTIFIER', 'BITWISE_OPERATOR', 'IDENTIFIER', 'BITWISE_OPERATOR', 'IDENTIFIER', 'BITWISE_OPERATOR', 'IDENTIFIER', 'BITWISE_OPERATOR', 'IDENTIFIER', 'BITWISE_OPERATOR', 'IDENTIFIER', 'BITWISE_OPERATOR']"
14,+----+-----------+----------+----------+-------------------------------+--------------+,['+----+-----------+----------+----------+-------------------------------+--------------+'],['PUNCTUATION']
