,text,token,annotation
0,"How do you fix empty package path error? It's unclear to me which package has the issue or how to fix. 

vendor/vendor.json json file.

","['How', 'do', 'you', 'fix', 'empty', 'package', 'path', 'error?', ""It's"", 'unclear', 'to', 'me', 'which', 'package', 'has', 'the', 'issue', 'or', 'how', 'to', 'fix.', 'vendor/vendor.json', 'json', 'file.']","['WRB', 'VB', 'PRP', 'VB', 'JJ', 'NN', 'NN', 'NN', 'NNP', 'NN', 'TO', 'PRP', 'WDT', 'NN', 'VBZ', 'DT', 'NN', 'CC', 'WRB', 'TO', 'VB', 'NN', 'NN', 'NN']"
1,{,['{'],['PUNCTUATION']
2,"    ""comment"": """",","['""comment""', ':', '""""', ',']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
3,"    ""heroku"": {","['""heroku""', ':', '{']","['STRING_LITERAL', 'PUNCTUATION', 'PUNCTUATION']"
4,"        ""goVersion"": ""go1.6"",","['""goVersion""', ':', '""go1.6""', ',']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
5,"        ""install"": [","['""install""', ':', '[']","['STRING_LITERAL', 'PUNCTUATION', 'PUNCTUATION']"
6,"            "".""","['"".""']",['STRING_LITERAL']
7,        ],[']'],['PUNCTUATION']
8,"    },","['},']",['PUNCTUATION']
9,"    ""ignore"": ""test"",","['""ignore""', ':', '""test""', ',']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
10,"    ""package"": [","['""package""', ':', '[']","['STRING_LITERAL', 'PUNCTUATION', 'PUNCTUATION']"
11,        {,['{'],['PUNCTUATION']
12,"            ""path"": ""context"",","['""path""', ':', '""context""', ',']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
13,"            ""revision"": """"","['""revision""', ':', '""""']","['STRING_LITERAL', 'PUNCTUATION', 'STRING_LITERAL']"
14,"        },","['},']",['PUNCTUATION']
15,        {,['{'],['PUNCTUATION']
