,text,token,annotation
0,"I'm using goyaml as a YAML beautifier. By loading and dumping a YAML file, I can source-format it. I unmarshal the data from a YAML source file into a struct, marshal those bytes, and write the bytes to an output file. But the process morphs my Unicode strings into the literal version of the quoted strings, and I don't know how to reverse it.

Example input subtitle.yaml:

line: 你好


I've stripped everything down to the smallest reproducible problem. Here's the code, using _ to catch errors which don't pop-up:

","[""I'm"", 'using', 'goyaml', 'as', 'a', 'YAML', 'beautifier.', 'By', 'loading', 'and', 'dumping', 'a', 'YAML', 'file,', 'I', 'can', 'source-format', 'it.', 'I', 'unmarshal', 'the', 'data', 'from', 'a', 'YAML', 'source', 'file', 'into', 'a', 'struct,', 'marshal', 'those', 'bytes,', 'and', 'write', 'the', 'bytes', 'to', 'an', 'output', 'file.', 'But', 'the', 'process', 'morphs', 'my', 'Unicode', 'strings', 'into', 'the', 'literal', 'version', 'of', 'the', 'quoted', 'strings,', 'and', 'I', ""don't"", 'know', 'how', 'to', 'reverse', 'it.', 'Example', 'input', 'subtitle.yaml:', 'line:', '你好', ""I've"", 'stripped', 'everything', 'down', 'to', 'the', 'smallest', 'reproducible', 'problem.', ""Here's"", 'the', 'code,', 'using', '_', 'to', 'catch', 'errors', 'which', ""don't"", 'pop-up:']","['NNP', 'VBG', 'NN', 'IN', 'DT', 'NNP', 'NN', 'IN', 'VBG', 'CC', 'VBG', 'DT', 'NNP', 'NN', 'PRP', 'MD', 'VB', 'NN', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'DT', 'NNS', 'CC', 'VB', 'DT', 'NNS', 'TO', 'DT', 'NN', 'NN', 'CC', 'DT', 'NN', 'NN', 'PRP$', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'VBN', 'NN', 'CC', 'PRP', 'VBP', 'VB', 'WRB', 'TO', 'VB', 'JJ', 'NNP', 'NN', 'NN', 'NN', 'NNP', 'NNP', 'VBD', 'NN', 'RP', 'TO', 'DT', 'JJS', 'JJ', 'NN', 'NNP', 'DT', 'NN', 'VBG', 'NN', 'TO', 'VB', 'NNS', 'WDT', 'VBP', 'NN']"
1,package main                                                                                                                                                                                      ,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (                                                                                                                                                                                          ,"['import', '(']","['KEYWORD', 'OPERATOR']"
3,"    ""io/ioutil""                                                                                                                                                                                   ","['""io/ioutil""']",['STRING_LITERAL']
4,"    //""unicode/utf8""                                                                                                                                                                              ","['//', '""unicode/utf8""']","['COMMENT', 'NN']"
5,"    //""fmt""                                                                                                                                                                                       ","['//', '""fmt""']","['COMMENT', 'NN']"
6,"    ""gopkg.in/yaml.v1""                                                                                                                                                                        ","['""gopkg.in/yaml.v1""']",['STRING_LITERAL']
7,)                                                                                                                                                                                                 ,[')'],['OPERATOR']
8,type Subtitle struct {                                                                                                                                                                            ,"['type', 'Subtitle', 'struct', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'OPERATOR']"
9,    Line string                                                                                                                                                                                   ,"['Line', 'string']","['IDENTIFIER', 'IDENTIFIER']"
