,text,token,annotation
0,"So, lets look at what's really going on in your source. You have two goroutines (there's more than two, but we're going to focus on the explicit ones), main and readFromChannel. 

Lets look at what readFromChannel does:

","['So,', 'lets', 'look', 'at', ""what's"", 'really', 'going', 'on', 'in', 'your', 'source.', 'You', 'have', 'two', 'goroutines', ""(there's"", 'more', 'than', 'two,', 'but', ""we're"", 'going', 'to', 'focus', 'on', 'the', 'explicit', 'ones),', 'main', 'and', 'readFromChannel.', 'Lets', 'look', 'at', 'what', 'readFromChannel', 'does:']","['NNP', 'VBZ', 'VBP', 'IN', 'NNS', 'RB', 'VBG', 'IN', 'IN', 'PRP$', 'NN', 'PRP', 'VBP', 'CD', 'NNS', 'RB', 'JJR', 'IN', 'NN', 'CC', 'VBZ', 'VBG', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN', 'JJ', 'CC', 'JJ', 'NNS', 'VBP', 'IN', 'WP', 'NN', 'NN']"
1,"if channel `c` is not empty before `ti` has expired, print its contents and return, after signalling its completion to wait group.","['if', 'chan', 'nel', 'c', 'is', 'not', 'empty', 'before', 'ti', 'has', 'expired', ',', 'print', 'its', 'contents', 'and', 'return', ',', 'after', 'signalling', 'its', 'completion', 'to', 'wait', 'group', '.']","['KEYWORD', 'KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
2,"if `ti` has expired before `c` is not empty, print ""TIMED OUT"" and return, after signalling its completion to wait group.","['if', 'ti', 'has', 'expired', 'before', 'c', 'is', 'not', 'empty', ',', 'print', '""TIMED OUT""', 'and', 'return', ',', 'after', 'signalling', 'its', 'completion', 'to', 'wait', 'group', '.']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'STRING_LITERAL', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
3,"

now Main:

","['now', 'Main:']","['RB', 'NNP']"
4,adds to waitgroup ,"['adds', 'to', 'waitgroup']","['IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER']"
5,make a channel `c`,"['make', 'a', 'chan', 'nel', 'c']","['IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'IDENTIFIER']"
6,start a goroutine `readFromChannel`,"['start', 'a', 'go', 'routine', 'readFromChannel']","['IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'IDENTIFIER']"
7,sleep for 5 seconds,"['sleep', 'for', '5', 'seconds']","['IDENTIFIER', 'KEYWORD', 'DECIMAL_LITERAL', 'IDENTIFIER']"
8,send 10 to channel `c`,"['send', '10', 'to', 'chan', 'nel', 'c']","['IDENTIFIER', 'DECIMAL_LITERAL', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER', 'IDENTIFIER']"
9,call wait for waitgroup,"['call', 'wait', 'for', 'waitgroup']","['IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'IDENTIFIER']"
