,text,token,annotation
0,"In this example below the UPDATE command doesn't work. Why ?

See the updateDate method for details.

","['In', 'this', 'example', 'below', 'the', 'UPDATE', 'command', ""doesn't"", 'work.', 'Why', '?', 'See', 'the', 'updateDate', 'method', 'for', 'details.']","['IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NN', 'NN', 'VB', 'WRB', '.', 'VB', 'DT', 'JJ', 'NN', 'IN', 'NN']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""database/sql""","['""database/sql""']",['STRING_LITERAL']
4,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
5,"    ""log""","['""log""']",['STRING_LITERAL']
6,"    _ ""github.com/go-sql-driver/mysql""","['_', '""github.com/go-sql-driver/mysql""']","['IDENTIFIER', 'STRING_LITERAL']"
7,),[')'],['PUNCTUATION']
8,type ConnData struct {,"['type', 'ConnData', 'struct', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
9,    // para usar conexão via socket veja '/etc/mysql/my.cnf',"['//', 'para', 'usar', 'conexão', 'via', 'socket', 'veja', ""'/etc/mysql/my.cnf'""]","['COMMENT', 'NN', 'JJ', 'NN', 'IN', 'NN', 'NN', 'POS']"
10,    // para usar conexão via tcp confira a porta com 'ps -ef | grep mysqld',"['//', 'para', 'usar', 'conexão', 'via', 'tcp', 'confira', 'a', 'porta', 'com', ""'ps"", '-ef', '|', 'grep', ""mysqld'""]","['COMMENT', 'NN', 'JJ', 'NN', 'IN', 'NN', 'VBP', 'DT', 'NN', 'NN', 'POS', 'NNP', 'NNP', 'NN', 'NN']"
11,"    dbuser, dbpasswd, dbname, tcp, socket string","['dbuser', ',', 'dbpasswd', ',', 'dbname', ',', 'tcp', ',', 'socket', 'string']","['IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'IDENTIFIER']"
12,},['}'],['PUNCTUATION']
13,"var myConnData = ConnData{dbuser: ""soma"", dbpasswd: ""secret1000"",","['var', 'myConnData', '=', 'ConnData', '{', 'dbuser', ':', '""soma""', ',', 'dbpasswd', ':', '""secret1000""', ',']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
14,"    dbname: ""test"",","['dbname', ':', '""test""', ',']","['IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
