,text,token,annotation
0,"When I use RSA to encrypt/decrypt the data,they are working good in delphi.But when I use them with other program, they seems not work.

I use the golang 1.5 in server side,when I use EncryptOAEP/DecryptOAEP,EncryptPKCS1v15/DecryptPKCS1v15,these pair functions are all good.

When I try to put all of these together,they can't recognized each other,I tried lots of kind of combination,for their own,they work fine.

1.Delphi xe6
2.lockbox Release v3.6.3.0
3.some code

golang on serverside

","['When', 'I', 'use', 'RSA', 'to', 'encrypt/decrypt', 'the', 'data,they', 'are', 'working', 'good', 'in', 'delphi.But', 'when', 'I', 'use', 'them', 'with', 'other', 'program,', 'they', 'seems', 'not', 'work.', 'I', 'use', 'the', 'golang', '1.5', 'in', 'server', 'side,when', 'I', 'use', 'EncryptOAEP/DecryptOAEP,EncryptPKCS1v15/DecryptPKCS1v15,these', 'pair', 'functions', 'are', 'all', 'good.', 'When', 'I', 'try', 'to', 'put', 'all', 'of', 'these', 'together,they', ""can't"", 'recognized', 'each', 'other,I', 'tried', 'lots', 'of', 'kind', 'of', 'combination,for', 'their', 'own,they', 'work', 'fine.', '1.Delphi', 'xe6', '2.lockbox', 'Release', 'v3.6.3.0', '3.some', 'code', 'golang', 'on', 'serverside']","['WRB', 'PRP', 'VBP', 'JJ', 'TO', 'VB', 'DT', 'NN', 'VBP', 'VBG', 'JJ', 'IN', 'NN', 'WRB', 'PRP', 'VBP', 'PRP', 'IN', 'JJ', 'NN', 'PRP', 'VBZ', 'RB', 'VB', 'PRP', 'VBP', 'DT', 'NN', 'CD', 'IN', 'NN', 'NN', 'PRP', 'VBP', 'JJ', 'NN', 'NNS', 'VBP', 'DT', 'NN', 'WRB', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'IN', 'DT', 'NNS', 'VBP', 'VBN', 'DT', 'NN', 'VBD', 'NNS', 'IN', 'NN', 'IN', 'JJ', 'PRP$', 'JJ', 'NN', 'RB', 'CD', 'JJ', 'CD', 'NNP', 'VBD', 'CD', 'NN', 'NN', 'IN', 'NN']"
1,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
2,"    ""errors""    ","['""errors""']",['STRING_LITERAL']
3,"    ""strings""","['""strings""']",['STRING_LITERAL']
4,"    ""strconv""","['""strconv""']",['STRING_LITERAL']
5,"    ""log""","['""log""']",['STRING_LITERAL']
6,"    ""database/sql""","['""database/sql""']",['STRING_LITERAL']
7,"    _ ""github.com/go-sql-driver/mysql""","['_', '""github.com/go-sql-driver/mysql""']","['IDENTIFIER', 'STRING_LITERAL']"
8,"    //""strconv""","['//', '""strconv""']","['COMMENT', 'NN']"
9,"    ""encoding/base64""","['""encoding/base64""']",['STRING_LITERAL']
10,"    ""encoding/json""","['""encoding/json""']",['STRING_LITERAL']
11,"    ""bytes""","['""bytes""']",['STRING_LITERAL']
12,"    //""strings""","['//', '""strings""']","['COMMENT', 'NN']"
13,),[')'],['PUNCTUATION']
14,var privateKey = []byte(`,"['var', 'privateKey', '=', '[]', 'byte', '(']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
