,text,token,annotation
0,"This has really stumped me...I'm just trying to setup a basic server using Cobra and the standard http package. I've followed the golang example here for how to create a certificate and key, but no matter what I throw at it, I'm not getting it to go through and keep getting this error: 


  Cannot serve on http port: crypto/tls: failed to find certificate PEM data in certificate input, but did find a private key; PEM inputs may have been switched


so I am left with the belief that it must be something wrong with my program that won't let me process certificates.

This is what I use to parse my flags to start the server: 

","['This', 'has', 'really', 'stumped', ""me...I'm"", 'just', 'trying', 'to', 'setup', 'a', 'basic', 'server', 'using', 'Cobra', 'and', 'the', 'standard', 'http', 'package.', ""I've"", 'followed', 'the', 'golang', 'example', 'here', 'for', 'how', 'to', 'create', 'a', 'certificate', 'and', 'key,', 'but', 'no', 'matter', 'what', 'I', 'throw', 'at', 'it,', ""I'm"", 'not', 'getting', 'it', 'to', 'go', 'through', 'and', 'keep', 'getting', 'this', 'error:', 'Cannot', 'serve', 'on', 'http', 'port:', 'crypto/tls:', 'failed', 'to', 'find', 'certificate', 'PEM', 'data', 'in', 'certificate', 'input,', 'but', 'did', 'find', 'a', 'private', 'key;', 'PEM', 'inputs', 'may', 'have', 'been', 'switched', 'so', 'I', 'am', 'left', 'with', 'the', 'belief', 'that', 'it', 'must', 'be', 'something', 'wrong', 'with', 'my', 'program', 'that', ""won't"", 'let', 'me', 'process', 'certificates.', 'This', 'is', 'what', 'I', 'use', 'to', 'parse', 'my', 'flags', 'to', 'start', 'the', 'server:']","['DT', 'VBZ', 'RB', 'VBN', 'NN', 'RB', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'NN', 'VBG', 'NNP', 'CC', 'DT', 'JJ', 'NN', 'NN', 'NNP', 'VBD', 'DT', 'NN', 'NN', 'RB', 'IN', 'WRB', 'TO', 'VB', 'DT', 'NN', 'CC', 'NN', 'CC', 'DT', 'NN', 'WP', 'PRP', 'VBP', 'IN', 'NN', 'NNP', 'RB', 'VBG', 'PRP', 'TO', 'VB', 'IN', 'CC', 'VB', 'VBG', 'DT', 'NN', 'NNP', 'NN', 'IN', 'NN', 'NN', 'NN', 'VBD', 'TO', 'VB', 'JJ', 'NNP', 'NN', 'IN', 'NN', 'NN', 'CC', 'VBD', 'VB', 'DT', 'JJ', 'NN', 'NNP', 'NNS', 'MD', 'VB', 'VBN', 'VBN', 'RB', 'PRP', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'IN', 'PRP', 'MD', 'VB', 'NN', 'JJ', 'IN', 'PRP$', 'NN', 'IN', 'VBZ', 'VB', 'PRP', 'VB', 'NN', 'DT', 'VBZ', 'WP', 'PRP', 'VBP', 'TO', 'VB', 'PRP$', 'NNS', 'TO', 'VB', 'DT', 'NN']"
1,var serverCmd = &cobra.Command{,"['var', 'serverCmd', '=', '&', 'cobra', '.', 'Command', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'POINTER_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
2,"    Use:   ""server"",","['Use', ':', '""server""', ',']","['IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
3,"    Short: ""start a compiler server"",","['Short', ':', '""start a compiler server""', ',']","['IDENTIFIER', 'PUNCTUATION', 'STRING_LITERAL', 'PUNCTUATION']"
4,"    Run: func(cmd *cobra.Command, args []string) {","['Run', ':', 'func', '(', 'cmd', '*', 'cobra', '.', 'Command', ',', 'args', '[]', 'string', ')', '{']","['IDENTIFIER', 'PUNCTUATION', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
5,"        addrUnsecure := """"","['addrUnsecure', ':=', '""""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
6,"        addrSecure := """"","['addrSecure', ':=', '""""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
7,"        addrUnsecure += "":"" + strconv.FormatUint(serverPort, 10)","['addrUnsecure', '+=', '"":""', '+', 'strconv.FormatUint(serverPort, 10)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'ARITHMETIC_OPERATOR', 'FUNCTION_CALL']"
8,"        addrSecure += "":"" + strconv.FormatUint(securePort, 10)","['addrSecure', '+=', '"":""', '+', 'strconv.FormatUint(securePort, 10)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL', 'ARITHMETIC_OPERATOR', 'FUNCTION_CALL']"
9,        if noSSL {,"['if', 'noSSL', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
10,"            addrSecure = """"","['addrSecure', '=', '""""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
11,        } else {,"['}', 'else', '{']","['PUNCTUATION', 'KEYWORD', 'PUNCTUATION']"
12,            if secureOnly {,"['if', 'secureOnly', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
13,"                addrUnsecure = """"","['addrUnsecure', '=', '""""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
14,            },['}'],['PUNCTUATION']
