,text,token
0,"I'm currently porting a pretty basic gallery application from PHP to Go. This application features automatic generation of thumbnails and middle-sized version of every image.

In PHP I used GD, because it ships with it and worked pretty well. (Code is at the end of the question). I thought I could just replicate that in Go and found go-gd from https://github.com/bolknote/go-gd (again, code is at the end). It works, but it is roughly 10 times slower (measured using time wget $URL). The PHP implementation takes about 1 second for generating a 1024x768 version from a 10 MP-image, while the Go-Code takes almost 10 seconds.

Is there any way to speed this up or any other image-processing libary for Go, which implements scaling and convolution while being reasonably fast?

PHP-Code

","[""I'm"", 'currently', 'porting', 'a', 'pretty', 'basic', 'gallery', 'application', 'from', 'PHP', 'to', 'Go.', 'This', 'application', 'features', 'automatic', 'generation', 'of', 'thumbnails', 'and', 'middle-sized', 'version', 'of', 'every', 'image.', 'In', 'PHP', 'I', 'used', 'GD,', 'because', 'it', 'ships', 'with', 'it', 'and', 'worked', 'pretty', 'well.', '(Code', 'is', 'at', 'the', 'end', 'of', 'the', 'question).', 'I', 'thought', 'I', 'could', 'just', 'replicate', 'that', 'in', 'Go', 'and', 'found', 'go-gd', 'from', 'https://github.com/bolknote/go-gd', '(again,', 'code', 'is', 'at', 'the', 'end).', 'It', 'works,', 'but', 'it', 'is', 'roughly', '10', 'times', 'slower', '(measured', 'using', 'time', 'wget', '$URL).', 'The', 'PHP', 'implementation', 'takes', 'about', '1', 'second', 'for', 'generating', 'a', '1024x768', 'version', 'from', 'a', '10', 'MP-image,', 'while', 'the', 'Go-Code', 'takes', 'almost', '10', 'seconds.', 'Is', 'there', 'any', 'way', 'to', 'speed', 'this', 'up', 'or', 'any', 'other', 'image-processing', 'libary', 'for', 'Go,', 'which', 'implements', 'scaling', 'and', 'convolution', 'while', 'being', 'reasonably', 'fast?', 'PHP-Code']"
1,"public function saveThumb($outName, $options) {","['public', 'func', 'tion', 'saveThumb', '($', 'outName', ',', '$', 'options', ')', '{']"
2,    $this->img = imagecreatefromjpeg($filename);,"['$', 'this', '->', 'img', '=', 'imagecreatefromjpeg', '($', 'filename', ');']"
3,    if (!is_dir(dirname($outName))) {,"['if', '(!', 'is_dir', '(', 'dirname', '($', 'outName', ')))', '{']"
4,"        mkdir(dirname($outName), 0777, true);","['mkdir', '(', 'dirname', '($', 'outName', '),', '0777', ',', 'true', ');']"
5,    },['}']
6,    $width = imagesx($this->img);,"['$', 'width', '=', 'imagesx', '($', 'this', '->', 'img', ');']"
7,    $height = imagesy($this->img);,"['$', 'height', '=', 'imagesy', '($', 'this', '->', 'img', ');']"
8,"    if ($options[""keep_aspect""]) {","['if', '($', 'options', '[', '""keep_aspect""', '])', '{']"
9,"        $factor = min($options[""size_x""]/$width, $options[""size_y""]/$height);","['$', 'factor', '=', 'min', '($', 'options', '[', '""size_x""]/$width, $options[""size_y""', ']', '$', 'height', ');']"
10,        $new_width = round($factor*$width);,"['$', 'new_width', '=', 'round', '($', 'factor', '*$', 'width', ');']"
11,        $new_height = round($factor*$height);,"['$', 'new_height', '=', 'round', '($', 'factor', '*$', 'height', ');']"
12,    } else {,"['}', 'else', '{']"
13,"        $new_width  = $options[""size_x""];","['$', 'new_width', '=', '$', 'options', '[', '""size_x""', '];']"
14,"        $new_height = $options[""size_y""];","['$', 'new_height', '=', '$', 'options', '[', '""size_y""', '];']"
15,    },['}']
16,    // create a new temporary image,"['//', 'create', 'a', 'new', 'temporary', 'image']"
17,"    $tmp_img = imagecreatetruecolor($new_width, $new_height);","['$', 'tmp_img', '=', 'imagecreatetruecolor', '($', 'new_width', ',', '$', 'new_height', ');']"
18,    // copy and resize old image into new image,"['//', 'copy', 'and', 'resize', 'old', 'image', 'into', 'new', 'image']"
19,"    imagecopyresampled($tmp_img, $this->img, 0, 0, 0, 0, $new_width, $new_height, $width, $height);","['imagecopyresampled', '($', 'tmp_img', ',', '$', 'this', '->', 'img', ',', '0', ',', '0', ',', '0', ',', '0', ',', '$', 'new_width', ',', '$', 'new_height', ',', '$', 'width', ',', '$', 'height', ');']"
20,"    if ($options[""sharpen""]) {","['if', '($', 'options', '[', '""sharpen""', '])', '{']"
21,        // define the sharpen matrix,"['//', 'define', 'the', 'sharpen', 'matrix']"
22,        $sharpen = array(,"['$', 'sharpen', '=', 'array', '(']"
23,"            array(-1, -1.7, -1),","['array', '(-', '1', ',', '-', '1', '.', '7', ',', '-', '1', '),']"
24,"            array(-1.7, 20, -1.7),","['array', '(-', '1', '.', '7', ',', '20', ',', '-', '1', '.', '7', '),']"
25,"            array(-1, -1.7, -1) ","['array', '(-', '1', ',', '-', '1', '.', '7', ',', '-', '1', ')']"
26,        );,[');']
27,        // calculate the sharpen divisor,"['//', 'calculate', 'the', 'sharpen', 'divisor']"
28,"        $divisor = array_sum(array_map('array_sum', $sharpen));","['$', 'divisor', '=', 'array_sum', '(', 'array_map', '(', 'array_sum', ',', '$', 'sharpen', '));']"
29,        // apply the matrix,"['//', 'apply', 'the', 'matrix']"
30,"        imageconvolution($tmp_img, $sharpen, $divisor, 0);","['imageconvolution', '($', 'tmp_img', ',', '$', 'sharpen', ',', '$', 'divisor', ',', '0', ');']"
31,    },['}']
32,    // save thumbnail into a file,"['//', 'save', 'thumbnail', 'into', 'a', 'file']"
33,"    imagejpeg($tmp_img, $outName);     ","['imagejpeg', '($', 'tmp_img', ',', '$', 'outName', ');']"
34,},['}']
35,"

Go-Code

",['Go-Code']
36,"func (entry *entry) GenerateThumb(options ImageType, overwrite bool) os.Error {","['func', '(', 'entry', '*', 'entry', ')', 'GenerateThumb', '(', 'options', 'ImageType', ',', 'overwrite', 'bool', ')', 'os', '.', 'Error', '{']"
37,    targetFilename := entry.Filename(imageType),"['targetFilename', ':=', 'entry.Filename(imageType)']"
38,    sourceFilename := entry.Filename(IMAGE_TYPE_FULL),"['sourceFilename', ':=', 'entry.Filename(IMAGE_TYPE_FULL)']"
39,"    targetDirname, _ := filepath.Split(targetFilename)","['targetDirname', ',', '_', ':=', 'filepath.Split(targetFilename)']"
40,"    os.MkdirAll(targetDirname, 0777)","['os.MkdirAll(targetDirname, 0777)']"
41,"    targetFi, errT := os.Stat(targetFilename)","['targetFi', ',', 'errT', ':=', 'os.Stat(targetFilename)']"
