,text,token
0,"I'm wrapping a Go library for Python. I need to be able to return None, but it's not finding it at compile time:

","['I', ""'m"", 'wrapping', 'a', 'Go', 'library', 'for', 'Python', '.', 'I', 'need', 'to', 'be', 'able', 'to', 'return', 'None', ',', 'but', 'it', ""'s"", 'not', 'finding', 'it', 'at', 'compile', 'time', ':']"
1,/*,['/*']
2,#cgo pkg-config: python3,"['cgo', 'pkg', '-', 'config', ':', 'python3']"
3,#define Py_LIMITED_API,"['define', 'Py_LIMITED_API']"
4,#include ,['include']
5,*/,['*/']
6,"import ""C""","['import', '""C""']"
7,//export Nothing,"['//', 'export', 'Nothing']"
8,"func Nothing(self, args *C.PyObject) (status *C.PyObject) {","['func', 'Nothing(self, args *C.PyObject) (status *C.PyObject)', '{']"
9,    C.Py_IncRef(C.Py_None),['C.Py_IncRef(C.Py_None)']
10,    return C.Py_None,"['return', 'C', '.', 'Py_None']"
11,},['}']
12,"

Here's the output of go build

","['Here', ""'s"", 'the', 'output', 'of', 'go', 'build']"
13,go build -buildmode=c-shared -o mymodule.so,"['go', 'build', '-', 'buildmode', '=', 'c', '-', 'shared', '-', 'o', 'mymodule', '.', 'so']"
14,# example.com/mywrapper,"['example', '.', 'com/mywrapper']"
15,/tmp/go-build293667616/example.com/mywrapper/_obj/_cgo_main.o:(.data.rel+0x0): undefined reference to `Py_None',"['/tmp/go-build293667616/example.com/mywrapper/_obj/_cgo_main.o:(.data.rel+0x0):', 'undefined', 'reference', 'to', 'Py_None']"
16,collect2: error: ld returned 1 exit status,"['collect2', ':', 'error', ':', 'ld', 'return', 'ed', '1', 'exit', 'status']"
17,"

I'm not understanding how it can be finding all of the other Py* functions and types (PyArgs_ParseTuple and PyLong_FromLong work just fine), but can't find Py_None. The Python library is obviously being loaded. What's going on here?
","['I', ""'m"", 'not', 'understanding', 'how', 'it', 'can', 'be', 'finding', 'all', 'of', 'the', 'other', 'Py', '*', 'functions', 'and', 'types', '(', 'PyArgs_ParseTuple', 'and', 'PyLong_FromLong', 'work', 'just', 'fine', ')', ',', 'but', 'ca', ""n't"", 'find', 'Py_None', '.', 'The', 'Python', 'library', 'is', 'obviously', 'being', 'loaded', '.', 'What', ""'s"", 'going', 'on', 'here', '?']"
