,text,token
0,"I have a http server. It is written with Go.
I have this code:

","['I', 'have', 'a', 'http', 'server', '.', 'It', 'is', 'written', 'with', 'Go', '.', 'I', 'have', 'this', 'code', ':']"
1,package main,"['package', 'main']"
2,import (,"['import', '(']"
3,"    ""net/http""","['""net/http""']"
4,"    ""runtime""","['""runtime""']"
5,),[')']
6,var cur = 0,"['var', 'cur', '=', '0']"
7,"func handler(w http.ResponseWriter, r *http.Request) {","['func', 'handler(w http.ResponseWriter, r *http.Request)', '{']"
8,    cur = cur + 1;,"['cur', '=', 'cur', '+', '1', ';']"
9,},['}']
10,func main() {,"['func', 'main()', '{']"
11,    runtime.GOMAXPROCS(runtime.NumCPU()),['runtime.GOMAXPROCS(runtime.NumCPU())']
12,"    http.HandleFunc(""/"", handler)","['http.HandleFunc(""/"", handler)']"
13,"    http.ListenAndServe("":9010"", nil)","['http.ListenAndServe("":9010"", nil)']"
14,},['}']
15,"

Is it safe?
May be I need to use a mutex?
","['Is', 'it', 'safe', '?', 'May', 'be', 'I', 'need', 'to', 'use', 'a', 'mutex', '?']"
