,text,token,annotation
0,"Here's how you do it.


Assemble fromDate and toDate.
Create bson.ObjectId with ","['Here', ""'s"", 'how', 'you', 'do', 'it', '.', 'Assemble', 'fromDate', 'and', 'toDate', '.', 'Create', 'bson.ObjectId', 'with']","['RB', 'POS', 'WRB', 'PRP', 'VBP', 'PRP', '.', 'VB', 'NN', 'CC', 'NN', '.', ‘VB', 'NN', 'IN']"
1,bson.NewObjectIdWithTime(),['bson.NewObjectIdWithTime()'],['FUNCTION_CALL']
2,"Query for date range


Example: Query for posts created 2015","['Query', 'for', 'date', 'range', 'Example', ':', 'Query', 'for', 'posts', 'created', '2015']","['NN', 'IN', 'NN', 'NN', 'NNP', ':', 'NN', 'IN', 'NNS', 'VBD', 'CD']"
3,year := 2015,"['year', ':=', '2015']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'DECIMAL_LITERAL']"
4,"fromDate := time.Date(year, time.January, 1, 0, 0, 0, 0, time.UTC)","['fromDate', ':=', 'time.Date(year, time.January, 1, 0, 0, 0, 0, time.UTC)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
5,"toDate := time.Date(year+1, time.January, 1, 0, 0, 0, 0, time.UTC)","['toDate', ':=', 'time.Date(year+1, time.January, 1, 0, 0, 0, 0, time.UTC)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
6,fromId := bson.NewObjectIdWithTime(fromDate),"['fromId', ':=', 'bson.NewObjectIdWithTime(fromDate)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
7,toId := bson.NewObjectIdWithTime(toDate),"['toId', ':=', 'bson.NewObjectIdWithTime(toDate)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL']"
8,posts := []*Post{},"['posts', ':=', ‘[]’, ‘*’, 'Post', '{}']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'PUNCTUATION', ‘POINTER_OPERATOR’, ’IDENTIFIER', 'PUNCTUATION']"
9,"if e := cPost.Find(bson.M{""_id"": bson.M{""$gte"": fromId, ""$lt"": toId}}).All(&posts); e != nil {","['if', 'e', ':=', 'cPost.Find(bson.M{""_id"": bson.M{""$gte"": fromId, ""$lt"": toId}}).All(&posts)', ';', 'e', '!=', 'nil', '{']","['KEYWORD', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'FUNCTION_CALL', 'PUNCTUATION', 'IDENTIFIER', 'RELATION_OPERATOR', ‘RESERVED', 'PUNCTUATION']"
10,},['}'],['PUNCTUATION']
11,"

note: Because ObjectId isn't ISODate assemble ObjectId from ISODate
","['note', ':', 'Because', 'ObjectId', 'is', ""n't"", 'ISODate', 'assemble', 'ObjectId', 'from', 'ISODate']","['NN', ':', 'IN', 'NNP', 'VBZ', 'RB', 'NNP', 'JJ', 'NNP', 'IN', 'NNP']"
