,text,token,annotation
0,"I am trying to understand how the go server scales when adding more cores but it seems that I can't see an improvement and I don't know why.

There does not seem to be a change in any way when increasing cores. Do I need to do something in the code to let it know that I want to use more than 1 core? Would that help on performance?

The code I am using for the test is a simple server that outputs ""Hello World"".

","['I', 'am', 'trying', 'to', 'understand', 'how', 'the', 'go', 'server', 'scales', 'when', 'adding', 'more', 'cores', 'but', 'it', 'seems', 'that', 'I', ""can't"", 'see', 'an', 'improvement', 'and', 'I', ""don't"", 'know', 'why.', 'There', 'does', 'not', 'seem', 'to', 'be', 'a', 'change', 'in', 'any', 'way', 'when', 'increasing', 'cores.', 'Do', 'I', 'need', 'to', 'do', 'something', 'in', 'the', 'code', 'to', 'let', 'it', 'know', 'that', 'I', 'want', 'to', 'use', 'more', 'than', '1', 'core?', 'Would', 'that', 'help', 'on', 'performance?', 'The', 'code', 'I', 'am', 'using', 'for', 'the', 'test', 'is', 'a', 'simple', 'server', 'that', 'outputs', '""Hello', 'World"".']","['PRP', 'VBP', 'VBG', 'TO', 'VB', 'WRB', 'DT', 'NN', 'NN', 'NNS', 'WRB', 'VBG', 'JJR', 'NNS', 'CC', 'PRP', 'VBZ', 'IN', 'PRP', 'VBP', 'VB', 'DT', 'NN', 'CC', 'PRP', 'VBP', 'JJ', 'NN', 'EX', 'VBZ', 'RB', 'VB', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'WRB', 'VBG', 'NN', 'VBP', 'PRP', 'VB', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'PRP', 'VB', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'JJR', 'IN', 'CD', 'NN', 'MD', 'WDT', 'VB', 'IN', 'VB', 'DT', 'NN', 'PRP', 'VBP', 'VBG', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'WDT', 'VBZ', 'CD', 'NNP']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'OPERATOR']"
3,"    ""net/http""","['""net/http""']",['STRING_LITERAL']
4,),[')'],['OPERATOR']
5,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
6,"    http.HandleFunc(""/"", func(w http.ResponseWriter, req *http.Request) {","['http.HandleFunc(""/"", func(w http.ResponseWriter, req *http.Request)', '{']","['FUNCTION_CALL', 'OPERATOR']"
7,"        w.Write([]byte(""Hello World""))","['w.Write([]byte(""Hello World""))']",['FUNCTION_CALL']
8,    }),['})'],['OPERATOR']
9,"    http.ListenAndServe("":80"", nil)","['http.ListenAndServe("":80"", nil)']",['FUNCTION_CALL']
10,},['}'],['OPERATOR']
