,text,token,annotation
0,"This code gets the page data through a proxy.
It start from id of page = 1 and continue till 100000

","['This', 'code', 'gets', 'the', 'page', 'data', 'through', 'a', 'proxy.', 'It', 'start', 'from', 'id', 'of', 'page', '=', '1', 'and', 'continue', 'till', '100000']","['DT', 'NN', 'VBZ', 'DT', 'NN', 'NNS', 'IN', 'DT', 'NN', 'PRP', 'VBZ', 'IN', 'NN', 'IN', 'NN', '$', 'CD', 'CC', 'VB', 'NN', 'CD']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'OPERATOR']"
3,"    ""code.google.com/p/gcfg""","['""code.google.com/p/gcfg""']",['STRING_LITERAL']
4,"    ""database/sql""","['""database/sql""']",['STRING_LITERAL']
5,"    ""flag""","['""flag""']",['STRING_LITERAL']
6,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
7,"    _ ""github.com/go-sql-driver/mysql""","['_', '""github.com/go-sql-driver/mysql""']","['IDENTIFIER', 'STRING_LITERAL']"
8,"    ""github.com/parnurzeal/gorequest""","['""github.com/parnurzeal/gorequest""']",['STRING_LITERAL']
9,"    ""log""","['""log""']",['STRING_LITERAL']
10,"    ""strconv""","['""strconv""']",['STRING_LITERAL']
11,"    ""time""","['""time""']",['STRING_LITERAL']
12,),[')'],['OPERATOR']
13,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
14,    t := time.Now(),"['t', ':=', 'time.Now()']","['IDENTIFIER', 'OPERATOR', 'FUNCTION_CALL']"
15,    initConfig(),"['initConfig', '()']","['IDENTIFIER', 'OPERATOR']"
16,    initRoundRobin(),"['initRoundRobin', '()']","['IDENTIFIER', 'OPERATOR']"
17,    for i := vStart; i <= vStop; i++ {,"['for', 'i', ':=', 'vStart', ';', 'i', '<=', 'vStop', ';', 'i', '++', '{']","['KEYWORD', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'OPERATOR']"
18,"        cache(""https://site.ru/url/""+strconv.Itoa(i), ""url"", i)","['cache(""https://site.ru/url/""+strconv.Itoa(i),', '""url""', ',', 'i', ')']","['DIRECTORY', 'STRING_LITERAL', 'OPERATOR', 'IDENTIFIER', 'OPERATOR']"
19,    },['}'],['OPERATOR']
20,"    fmt.Println(""Time: "", time.Since(t))","['fmt.Println(""Time: "", time.Since(t))']",['FUNCTION_CALL']
21,},['}'],['OPERATOR']
22,var (,"['var', '(']","['KEYWORD', 'OPERATOR']"
23,    db                  *sql.DB,"['db', '*', 'sql', '.', 'DB']","['IDENTIFIER', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
24,    config              ConfigStruct,"['config', 'ConfigStruct']","['IDENTIFIER', 'IDENTIFIER']"
25,"    configFile          = ""config.gcfg""","['configFile', '=', '""config.gcfg""']","['IDENTIFIER', 'OPERATOR', 'STRING_LITERAL']"
26,    roundRobin          map[int]string,"['roundRobin', 'map', '[', 'int', ']', 'string']","['IDENTIFIER', 'KEYWORD', 'OPERATOR', 'IDENTIFIER', 'OPERATOR', 'IDENTIFIER']"
27,    roundRobinNextId    int,"['roundRobinNextId', 'int']","['IDENTIFIER', 'IDENTIFIER']"
