,text,token,annotation
0,"I have to deserialize some binary messages coming from another application. I would love to use restruct.io but some fields in the message structure use a ""non-standard"" number of bits ( 5 bits, 3 bits, ... 10 bits ... ).

Is there any way to handle this type of structs? I have been searching for some time without any success so any help will be very welcomed. 

thanks in advance

I wil try to give an example to clarify my question. Given the code:","['I', 'have', 'to', 'deserialize', 'some', 'binary', 'messages', 'coming', 'from', 'another', 'application', '.', 'I', 'would', 'love', 'to', 'use', 'restruct.io', 'but', 'some', 'fields', 'in', 'the', 'message', 'structure', 'use', 'a', '""', 'non-standard', '""', 'number', 'of', 'bits', '(', '5', 'bits', ',', '3', 'bits', ',', '...', '10', 'bits', '...', ')', '.', 'Is', 'there', 'any', 'way', 'to', 'handle', 'this', 'type', 'of', 'structs', '?', 'I', 'have', 'been', 'searching', 'for', 'some', 'time', 'without', 'any', 'success', 'so', 'any', 'help', 'will', 'be', 'very', 'welcomed', '.', 'thanks', 'in', 'advance', 'I', 'wil', 'try', 'to', 'give', 'an', 'example', 'to', 'clarify', 'my', 'question', '.', 'Given', 'the', 'code', ':']","['PRP', 'VBP', 'TO', 'VB', 'DT', 'JJ', 'NNS', 'VBG', 'IN', 'DT', 'NN', '.', 'PRP', 'MD', 'VB', 'TO', 'VB', 'NN', 'CC', 'DT', 'NNS', 'IN', 'DT', 'NN', 'NN', 'VBP', 'DT', '""', 'JJ', '""', 'NN', 'IN', 'NNS', '(', 'CD', 'NNS', ',', 'CD', 'NNS', ',', ':', 'CD', 'NNS', ':', ')', '.', 'VBZ', 'EX', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', '.', 'PRP', 'VBP', 'VBN', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'RB', 'DT', 'NN', 'MD', 'VB', 'RB', 'JJ', '.', 'NNS', 'IN', 'NN', 'PRP', 'VBP', 'VB', 'TO', 'VB', 'DT', 'NN', 'TO', 'VB', 'PRP$', 'NN', '.', 'VBN', 'DT', 'NN', ':']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,import (,"['import', '(']","['KEYWORD', 'PUNCTUATION']"
3,"    ""encoding/binary""","['""encoding/binary""']",['STRING_LITERAL']
4,"    ""fmt""","['""fmt""']",['STRING_LITERAL']
5,"restruct ""gopkg.in/restruct.v1""","['restruct', '""gopkg.in/restruct.v1""']","['IDENTIFIER', 'STRING_LITERAL']"
6,),[')'],['PUNCTUATION']
7,type MessageType uint8,"['type', 'MessageType', 'uint8']","['KEYWORD', 'IDENTIFIER', 'IDENTIFIER']"
8,const (,"['const', '(']","['KEYWORD', 'PUNCTUATION']"
9,MessageTypeOne MessageType = iota + 1,"['MessageTypeOne', 'MessageType', '=', 'iota', '+', '1']","['IDENTIFIER', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'DECIMAL_LITERAL']"
10,    MessageTypeTwo,['MessageTypeTwo'],['IDENTIFIER']
11,    MessageTypeThree,['MessageTypeThree'],['IDENTIFIER']
12,),[')'],['PUNCTUATION']
13,// Message is the data to deserialize from the binary stream,"['//', 'Message', 'is', 'the', 'data', 'to', 'deserialize', 'from', 'the', 'binary', 'stream']","['COMMENT', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NN']"
14,type Message struct {,"['type', 'Message', 'struct', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
15,"Length     uint32      `struct:""uint32""` // message size in bytes (including length)","['Length', 'uint32', 'struct', ':', '""uint32""', '//', 'message', 'size', 'in', 'bytes', '(', 'including', 'length', ')']","['IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION', 'STRING_LITERAL', 'COMMENT', 'NN', 'NN', 'IN', 'NNS', '(', 'VBG', 'NN', ')']"
16,"Type       MessageType `struct:""uint8""`","['Type', 'MessageType', 'struct', ':', '""uint8""']","['IDENTIFIER', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION', 'STRING_LITERAL']"
