,text,token,annotation
0,"see test code:

","['see', 'test', 'code', ':']","['VB', 'JJ', 'NN', ':']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,"import ""fmt""","['import', '""fmt""']","['KEYWORD', 'STRING_LITERAL']"
3,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
4,i := 10,"['i', ':=', '10']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'DECIMAL_LITERAL']"
5,closure1 := func() {,"['closure1', ':=', 'func', '()', '{']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'KEYWORD', 'PUNCTUATION', 'PUNCTUATION']"
6,"        fmt.Printf(""closure, i: %d\n"", i)","['fmt.Printf(""closure, i: %d\\n"", i)']",['FUNCTION_CALL']
7,i = 15,"['i', '=', '15']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'DECIMAL_LITERAL']"
8,    },['}'],['PUNCTUATION']
9,closure1(),"['closure1', '()']","['IDENTIFIER', 'PUNCTUATION']"
10,"    fmt.Printf(""in main, i: %d\n"", i)","['fmt.Printf(""in main, i: %d\\n"", i)']",['FUNCTION_CALL']
11,closure2 := func(x int) {,"['closure2', ':=', 'func', '(', 'x', 'int', ')', '{']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', ‘RESERVED', 'PUNCTUATION', 'PUNCTUATION']"
12,"        fmt.Printf(""function call, pass parameter, i: %d\n"", x)","['fmt.Printf(""function call, pass parameter, i: %d\\n"", x)']",['FUNCTION_CALL']
13,    },['}'],['PUNCTUATION']
14,i = 20,"['i', '=', '20']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'DECIMAL_LITERAL']"
15,closure1(),['closure1()'],[‘FUNCTION_CALL’]
16,closure2(i),['closure2(i)'],[‘FUNCTION_CALL’]
17,},['}'],['PUNCTUATION']
18,"I think the output of the closure2 should be 20, but the real result is 15, i do not know why????
anybody can help me , please see my comment in my code, thanks in advance.","['I', 'think', 'the', 'output', 'of', 'the', 'closure2', 'should', 'be', '20', ',', 'but', 'the', 'real', 'result', 'is', '15', ',', 'i', 'do', 'not', 'know', 'why', '?', '?', '?', '?', 'anybody', 'can', 'help', 'me', ',', 'please', 'see', 'my', 'comment', 'in', 'my', 'code', ',', 'thanks', 'in', 'advance', '.']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'CD', ',', 'CC', 'DT', 'JJ', 'NN', 'VBZ', 'CD', ',', 'NNS', 'VBP', 'RB', 'VB', 'WRB', '.', '.', '.', '.', 'NN', 'MD', 'VB', 'PRP', ',', 'VB', 'VB', 'PRP$', 'NN', 'IN', 'PRP$', 'NN', ',', 'NNS', 'IN', 'NN', '.']"
