,text,token,annotation
0,"Is it a good idea to create own type from a slice in Golang?

Example:

","['Is', 'it', 'a', 'good', 'idea', 'to', 'create', 'own', 'type', 'from', 'a', 'slice', 'in', 'Golang?', 'Example:']","['VBZ', 'PRP', 'DT', 'JJ', 'NN', 'TO', 'VB', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP']"
1,type Trip struct {,"['type', 'Trip', 'struct', '{']","['KEYWORD', 'IDENTIFIER', 'KEYWORD', 'PUNCTUATION']"
2,    From   string,"['From', 'string']","['IDENTIFIER', 'IDENTIFIER']"
3,    To     string,"['To', 'string']","['IDENTIFIER', 'IDENTIFIER']"
4,    Length int,"['Length', 'int']","['IDENTIFIER', 'IDENTIFIER']"
5,},['}'],['PUNCTUATION']
6,type Trips []Trip // <-- is this a good idea?,"['type', 'Trips', '[]', 'Trip', '//', '<--', 'is', 'this', 'a', 'good', 'idea?']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'COMMENT', 'NN', 'VBZ', 'DT', 'DT', 'JJ', 'NN']"
7,func (trips *Trips) TotalLength() int {,"['func', '(', 'trips', '*', 'Trips', ')', 'TotalLength', '()', 'int', '{']","['KEYWORD', 'PUNCTUATION', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION']"
8,    ret := 0,"['ret', ':=', '0']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'OCTAL_LITERAL']"
9,"    for _, i := range *trips {","['for', '_', ',', 'i', ':=', 'range', '*', 'trips', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'KEYWORD', 'ARITHMETIC_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
10,        ret += i.Length,"['ret', '+=', 'i', '.', 'Length']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
11,    },['}'],['PUNCTUATION']
12,    return ret,"['return', 'ret']","['KEYWORD', 'IDENTIFIER']"
13,},['}'],['PUNCTUATION']
14,"

Is it somehow a convention in Golang to create types like Trips in my example? Or it is better to use []Trip in the whole project? Any pros and cons?
","['Is', 'it', 'somehow', 'a', 'convention', 'in', 'Golang', 'to', 'create', 'types', 'like', 'Trips', 'in', 'my', 'example?', 'Or', 'it', 'is', 'better', 'to', 'use', '[]Trip', 'in', 'the', 'whole', 'project?', 'Any', 'pros', 'and', 'cons?']","['VBZ', 'PRP', 'RB', 'DT', 'NN', 'IN', 'NNP', 'TO', 'VB', 'NNS', 'IN', 'NNP', 'IN', 'PRP$', 'NN', 'CC', 'PRP', 'VBZ', 'RBR', 'TO', 'VB', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NNP', 'NNS', 'CC', 'NN']"
