,text,token,annotation
0,"I am trying to write to 100000 files in parallel with Go.

I am not sure why, but this code below crashes ~30% of the time when I call it with the argv parameter ""100000"".

Here is the crash:","['I', 'am', 'trying', 'to', 'write', 'to', '100000', 'files', 'in', 'parallel', 'with', 'Go', '.', 'I', 'am', 'not', 'sure', 'why', ',', 'but', 'this', 'code', 'below', 'crashes', '~30%', 'of', 'the', 'time', 'when', 'I', 'call', 'it', 'with', 'the', 'argv', 'parameter', ‘“100000”', '.', 'Here', 'is', 'the', 'crash', ‘:']","['PRP', 'VBP', 'VBG', 'TO', 'VB', 'TO', 'CD', 'NNS', 'IN', 'NN', 'IN', 'NNP', '.', 'PRP', 'VBP', 'RB', 'JJ', 'WRB', ',', 'CC', 'DT', 'NN', 'IN', ‘VBZ', 'NN', 'IN', 'DT', 'NN', 'WRB', 'PRP', 'VBP', 'PRP', 'IN', 'DT', 'NN', 'NN', ‘NN’, '.', 'RB', 'VBZ', 'DT', 'NN', ':']"
1,goroutine 3749 [chan send]:,"['goroutine', '3749', '[', 'chan', 'send', ']:']","['IDENTIFIER', 'DECIMAL_LITERAL', 'PUNCTUATION', 'KEYWORD', 'IDENTIFIER', 'PUNCTUATION']"
2,"main.CallShellCommand(0xc820016180, 0xea1)","['main.CallShellCommand(0xc820016180, 0xea1)']",['FUNCTION_CALL']
3,.../parallel.go:13 +0x1bf,"['.../', 'parallel', '.', 'go', ':', '13', '+', '0x1bf']","['PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'KEYWORD', 'PUNCTUATION', 'DECIMAL_LITERAL', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL']"
4,created by main.main,"['created', 'by', 'main', '.', 'main']","['IDENTIFIER', 'IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
5,.../parallel.go:22 +0xbd,"['.../', 'parallel', '.', 'go', ':', '22', '+', '0xbd']","['PUNCTUATION', 'IDENTIFIER', 'PUNCTUATION', 'KEYWORD', 'PUNCTUATION', 'DECIMAL_LITERAL', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL']"
6,"

Here is the code:

","['Here', 'is', 'the', 'code', ':']","['RB', 'VBZ', 'DT', 'NN', ':']"
7,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
8,"import ""fmt""","['import', '""fmt""']","['KEYWORD', 'STRING_LITERAL']"
9,"import ""io/ioutil""","['import', '""io/ioutil""']","['KEYWORD', 'STRING_LITERAL']"
10,"import ""strconv""","['import', '""strconv""']","['KEYWORD', 'STRING_LITERAL']"
11,"import ""os""","['import', '""os""']","['KEYWORD', 'STRING_LITERAL']"
12,"import ""runtime""","['import', '""runtime""']","['KEYWORD', 'STRING_LITERAL']"
13,"func CallCommand(ch chan struct{}, id int) {","['func', 'CallCommand', '(', 'ch', 'chan', 'struct', '{},', 'id', 'int', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'KEYWORD', 'PUNCTUATION', 'IDENTIFIER', ‘RESERVED', 'PUNCTUATION', 'PUNCTUATION']"
