,text,token,annotation
0,"This random error shows up, looks like it's related to go, but I don't even have that version of go installed and the file being referenced does not exist.

I've tried uninstalling and reinstalling go through homebrew but nothing seems to change.  It happens randomly and shows up after I've executed a command (maybe 1/50 times).

","['This', 'random', 'error', 'shows', 'up,', 'looks', 'like', ""it's"", 'related', 'to', 'go,', 'but', 'I', ""don't"", 'even', 'have', 'that', 'version', 'of', 'go', 'installed', 'and', 'the', 'file', 'being', 'referenced', 'does', 'not', 'exist.', ""I've"", 'tried', 'uninstalling', 'and', 'reinstalling', 'go', 'through', 'homebrew', 'but', 'nothing', 'seems', 'to', 'change.', 'It', 'happens', 'randomly', 'and', 'shows', 'up', 'after', ""I've"", 'executed', 'a', 'command', '(maybe', '1/50', 'times).']","['DT', 'NN', 'NN', 'VBZ', 'JJ', 'NNS', 'IN', 'NN', 'VBN', 'TO', 'VB', 'CC', 'PRP', 'VBP', 'RB', 'VBP', 'DT', 'NN', 'IN', 'NN', 'VBN', 'CC', 'DT', 'NN', 'VBG', 'VBN', 'VBZ', 'RB', 'VB', 'NNP', 'VBN', 'NN', 'CC', 'NN', 'VBP', 'IN', 'NN', 'CC', 'NN', 'VBZ', 'TO', 'VB', 'PRP', 'VBZ', 'RB', 'CC', 'VBZ', 'RP', 'IN', 'NNP', 'VBD', 'DT', 'NN', 'RB', 'CD', 'NN']"
1,failed MSpanList_Insert 0x2d6000 0x1e03e6f2951c 0x0,"['failed', 'MSpanList_Insert', '0x2d6', '0', '0', '0', '0x1e', '03', 'e6f2951c', '0', 'x0']","['IDENTIFIER', 'IDENTIFIER', 'HEX_LITERAL', 'OCTAL_LITERAL', 'OCTAL_LITERAL', 'OCTAL_LITERAL', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'OCTAL_LITERAL', 'IDENTIFIER']"
2,fatal error: MSpanList_Insert,"['fatal', 'error', ':', 'MSpanList_Insert']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER']"
3,runtime stack:,"['runtime', 'stack', ':']","['IDENTIFIER', 'IDENTIFIER', 'PUNCTUATION']"
4,runtime.throw(0x279a4b),['runtime.throw(0x279a4b)'],['FUNCTION_CALL']
5,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/panic.go:491 +0xad fp=0x7fff5fbff690 sp=0x7fff5fbff660,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/panic.go:491', '+', '0xad', 'fp', '=', '0x7fff5fbff69', '0', 'sp', '=', '0x7fff5fbff66', '0']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL']"
6,"runtime.MSpanList_Insert(0x298e28, 0x2d6000)","['runtime.MSpanList_Insert(0x298e28, 0x2d6000)']",['FUNCTION_CALL']
7,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:692 +0x8f fp=0x7fff5fbff6b8 sp=0x7fff5fbff690,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:692', '+', '0x8f', 'fp', '=', '0x7fff5fbff6b8', 'sp', '=', '0x7fff5fbff69', '0']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL']"
8,"MHeap_FreeSpanLocked(0x295a20, 0x2d6000, 0x100)","['MHeap_FreeSpanLocked', '(', '0x295a2', '0', ',', '0x2d6', '0', '0', '0', ',', '0x1', '0', '0', ')']","['IDENTIFIER', 'PUNCTUATION', 'HEX_LITERAL', 'OCTAL_LITERAL', 'PUNCTUATION', 'HEX_LITERAL', 'OCTAL_LITERAL', 'OCTAL_LITERAL', 'OCTAL_LITERAL', 'PUNCTUATION', 'HEX_LITERAL', 'OCTAL_LITERAL', 'OCTAL_LITERAL', 'PUNCTUATION']"
9,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:583 +0x163 fp=0x7fff5fbff6f8 sp=0x7fff5fbff6b8,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:583', '+', '0x163', 'fp', '=', '0x7fff5fbff6f8', 'sp', '=', '0x7fff5fbff6b8']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL']"
10,"MHeap_Grow(0x295a20, 0x8, 0x0)","['MHeap_Grow', '(', '0x295a2', '0', ',', '0x8', ',', '0', 'x0', ')']","['IDENTIFIER', 'PUNCTUATION', 'HEX_LITERAL', 'OCTAL_LITERAL', 'PUNCTUATION', 'HEX_LITERAL', 'PUNCTUATION', 'OCTAL_LITERAL', 'IDENTIFIER', 'PUNCTUATION']"
11,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:420 +0x1a8 fp=0x7fff5fbff738 sp=0x7fff5fbff6f8,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:420', '+', '0x1a8', 'fp', '=', '0x7fff5fbff738', 'sp', '=', '0x7fff5fbff6f8']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL']"
12,"MHeap_AllocSpanLocked(0x295a20, 0x1, 0x0)","['MHeap_AllocSpanLocked', '(', '0x295a2', '0', ',', '0x1', ',', '0', 'x0', ')']","['IDENTIFIER', 'PUNCTUATION', 'HEX_LITERAL', 'OCTAL_LITERAL', 'PUNCTUATION', 'HEX_LITERAL', 'PUNCTUATION', 'OCTAL_LITERAL', 'IDENTIFIER', 'PUNCTUATION']"
13,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:298 +0x365 fp=0x7fff5fbff778 sp=0x7fff5fbff738,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:298', '+', '0x365', 'fp', '=', '0x7fff5fbff778', 'sp', '=', '0x7fff5fbff738']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL']"
14,"mheap_alloc(0x295a20, 0x1, 0x12, 0x0)","['mheap_alloc', '(', '0x295a2', '0', ',', '0x1', ',', '0x12', ',', '0', 'x0', ')']","['IDENTIFIER', 'PUNCTUATION', 'HEX_LITERAL', 'OCTAL_LITERAL', 'PUNCTUATION', 'HEX_LITERAL', 'PUNCTUATION', 'HEX_LITERAL', 'PUNCTUATION', 'OCTAL_LITERAL', 'IDENTIFIER', 'PUNCTUATION']"
15,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:190 +0x121 fp=0x7fff5fbff7a0 sp=0x7fff5fbff778,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:190', '+', '0x121', 'fp', '=', '0x7fff5fbff7a', '0', 'sp', '=', '0x7fff5fbff778']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL']"
16,"runtime.MHeap_Alloc(0x295a20, 0x1, 0x10000000012, 0x1f2e9)","['runtime.MHeap_Alloc(0x295a20, 0x1, 0x10000000012, 0x1f2e9)']",['FUNCTION_CALL']
17,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:240 +0x66 fp=0x7fff5fbff7d8 sp=0x7fff5fbff7a0,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mheap.c:240', '+', '0x66', 'fp', '=', '0x7fff5fbff7d8', 'sp', '=', '0x7fff5fbff7a', '0']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL']"
18,"MCentral_Grow(0x29d798, 0x0)","['MCentral_Grow', '(', '0x29d798', ',', '0', 'x0', ')']","['IDENTIFIER', 'PUNCTUATION', 'HEX_LITERAL', 'PUNCTUATION', 'OCTAL_LITERAL', 'IDENTIFIER', 'PUNCTUATION']"
19,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mcentral.c:197 +0x8b fp=0x7fff5fbff840 sp=0x7fff5fbff7d8,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mcentral.c:197', '+', '0x8b', 'fp', '=', '0x7fff5fbff84', '0', 'sp', '=', '0x7fff5fbff7d8']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL']"
20,"runtime.MCentral_CacheSpan(0x29d798, 0x0)","['runtime.MCentral_CacheSpan(0x29d798, 0x0)']",['FUNCTION_CALL']
21,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mcentral.c:85 +0x167 fp=0x7fff5fbff878 sp=0x7fff5fbff840,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mcentral.c:85', '+', '0x167', 'fp', '=', '0x7fff5fbff878', 'sp', '=', '0x7fff5fbff84', '0']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL']"
22,"runtime.MCache_Refill(0x2d2000, 0x12, 0x0)","['runtime.MCache_Refill(0x2d2000, 0x12, 0x0)']",['FUNCTION_CALL']
23,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/mcache.c:90 +0xa0 fp=0x7fff5fbff8a0 sp=0x7fff5fbff878,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/mcache.c:90', '+', '0xa', '0', 'fp', '=', '0x7fff5fbff8a', '0', 'sp', '=', '0x7fff5fbff878']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL']"
24,runtime.mcacheRefill_m(),['runtime.mcacheRefill_m()'],['FUNCTION_CALL']
25,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/malloc.c:368 +0x57 fp=0x7fff5fbff8c0 sp=0x7fff5fbff8a0,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/malloc.c:368', '+', '0x57', 'fp', '=', '0x7fff5fbff8c', '0', 'sp', '=', '0x7fff5fbff8a', '0']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL']"
26,runtime.onM(0x1f3ff8),['runtime.onM(0x1f3ff8)'],['FUNCTION_CALL']
27,    /usr/local/Cellar/go/1.4.2/libexec/src/runtime/asm_amd64.s:273 +0x9a fp=0x7fff5fbff8c8 sp=0x7fff5fbff8c0,"['/usr/local/Cellar/go/1.4.2/libexec/src/runtime/asm_amd64.s:273', '+', '0x9a', 'fp', '=', '0x7fff5fbff8c8', 'sp', '=', '0x7fff5fbff8c', '0']","['DIRECTORY', 'ARITHMETIC_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'HEX_LITERAL', 'OCTAL_LITERAL']"
28,"runtime.mallocgc(0x120, 0x198de0, 0x0, 0x0)","['runtime.mallocgc(0x120, 0x198de0, 0x0, 0x0)']",['FUNCTION_CALL']
