,text,token,annotation
0,"So, lets look at what's really going on in your source. You have two goroutines (there's more than two, but we're going to focus on the explicit ones), main and readFromChannel. 

Lets look at what readFromChannel does:

","['So', ',', 'lets', 'look', 'at', 'what', ""'s"", 'really', 'going', 'on', 'in', 'your', 'source', '.', 'You', 'have', 'two', 'goroutines', '(', 'there', ""'s"", 'more', 'than', 'two', ',', 'but', 'we', ""'re"", 'going', 'to', 'focus', 'on', 'the', 'explicit', 'ones', ')', ',', 'main', 'and', 'readFromChannel', '.', 'Lets', 'look', 'at', 'what', 'readFromChannel', 'does', ':']","['RB', ',', ‘VBP', 'VB', 'IN', 'WP', 'VBZ', 'RB', 'VBG', 'IN', 'IN', 'PRP$', 'NN', '.', 'PRP', 'VBP', 'CD', 'NNS', '(', 'EX', 'VBZ', 'JJR', 'IN', 'CD', ',', 'CC', 'PRP', 'VBP', 'VBG', 'TO', 'VB', 'IN', 'DT', 'JJ', 'NNS', ')', ',', 'NN', 'CC', 'NN', '.', 'VBP', 'VB', 'IN', 'WP', 'NN', 'VBZ', ‘:']"
1,"if channel `c` is not empty before `ti` has expired, print its contents and return, after signalling its completion to wait group.","['if', 'channel', ‘c’, 'is', 'not', 'empty', 'before', 'ti', 'has', 'expired', ',', 'print', 'its', 'contents', 'and', 'return', ',', 'after', 'signalling', 'its', 'completion', 'to', 'wait', 'group', '.']","[‘IN’, ‘NN’, ‘IDENTIFIER’, ‘VBZ’, ‘RB’, ‘JJ’, ‘IN’, ‘IDENTIFIER’, ‘VBZ’, ‘VBN’, ‘,’, ‘VB’, ‘PRP$’, ‘NNS’, ‘CC’, ‘VB’, ‘,’, ‘IN’, ‘VBG’, ‘PRP$’, ‘NN’, ‘TO’, ‘VB’, ‘NN’, ‘.’]"
2,"if `ti` has expired before `c` is not empty, print ""TIMED OUT"" and return, after signalling its completion to wait group.","['if', 'ti', 'has', 'expired', 'before', 'c', 'is', 'not', 'empty', ',', 'print', '""TIMED OUT""', 'and', 'return', ',', 'after', 'signalling', 'its', 'completion', 'to', 'wait', 'group', '.']","[‘IN’, ‘IDENTIFIER’, ‘VBZ’, ‘RB’, ‘IN’, ‘IDENTIFIER’, ‘VBZ’, ‘RB’, ‘JJ’, ‘.’, ‘VB’, ‘STRING_LITERAL’, ‘CC’, ‘VB’, ‘IN’, ‘VBG’, ‘PRP$’, ‘NN’, ‘TO’, ‘VB’, ‘NN’, ‘.’]"
3,"

now Main:

","['now', 'Main', ':']","['RB', 'NNP', ':']"
4,adds to waitgroup ,"['adds', 'to', 'waitgroup']","['VBZ', 'TO', ‘NN']"
5,make a channel `c`,"['make', 'a', 'channel', 'c']","[‘VBP', 'DT', ‘NN', 'IDENTIFIER', 'IDENTIFIER']"
6,start a goroutine `readFromChannel`,"['start', 'a', 'go', 'routine', 'readFromChannel']","['VBP', 'DT', 'KEYWORD', ‘NN', 'IDENTIFIER']"
7,sleep for 5 seconds,"['sleep', 'for', '5', 'seconds']","['VBP', 'IN', 'CD', ‘NNS']"
8,send 10 to channel `c`,"['send', '10', 'to', 'channel', 'c']","['VBP', 'CD', 'TO', 'NN', 'IDENTIFIER']"
9,call wait for waitgroup,"['call', 'wait', 'for', 'waitgroup']","['VBP', 'NN', 'IN', ‘NN']"
10,"

Now, lets go through the flow of execution for your code, concurrently (your code may/ may not execute in this order every time, keep that in mind)

","['Now', ',', 'lets', 'go', 'through', 'the', 'flow', 'of', 'execution', 'for', 'your', 'code', ',', 'concurrently', '(', 'your', 'code', ‘may’, ‘/‘, 'may', 'not', 'execute', 'in', 'this', 'order', 'every', 'time', ',', 'keep', 'that', 'in', 'mind', ')']","['RB', ',', 'VBP', ‘VB', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'PRP$', 'NN', ',', 'RB', '(', 'PRP$', 'NN', ‘MD’, ‘SYM’, 'MD', 'RB', 'VB', 'IN', 'DT', 'NN', 'DT', 'NN', ',', 'VB', 'DT', 'IN', 'NN', ‘)']"
11,1) wg.Add(1),"['1', ')', 'wg.Add(1)']","['DECIMAL_LITERAL', 'PUNCTUATION', 'FUNCTION_CALL']"
12,2) c := make(chan int),"['2', ')', 'c', ':=', ‘make(chan int)']","['DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'ASSIGNMENT_OPERATOR', ‘FUNCTION_CALL’]"
13,"3) go readFromChannel(c, time.After(time.Duration(2)*time.Second))","['3', ')', 'go', 'readFromChannel(c, time.After(time.Duration(2)*time.Second))']","['DECIMAL_LITERAL', 'PUNCTUATION', 'KEYWORD', 'FUNCTION_CALL']"
14,#timer ti starts#,"[‘#’, ’timer’, 'ti', ‘starts’, ‘#’]","[‘COMMENT’, ’IDENTIFIER', 'IDENTIFIER', ‘VBZ’, ‘COMMENT’]"
15,4) time.Sleep(time.Duration(5) * time.Second),"['4', ')', 'time.Sleep(time.Duration(5) * time.Second)']","['DECIMAL_LITERAL', 'PUNCTUATION', 'FUNCTION_CALL']"
16,#MAIN Goroutine begins sleep,"[‘#’, ’MAIN’, 'Goroutine', 'begins', 'sleep']","[‘COMMENT’, ’IDENTIFIER', 'IDENTIFIER', 'VBZ', ‘VB']"
17,#timer ti expires#,"[‘#’, ’timer’, 'ti', ‘expires’, ‘#’]","[‘COMMENT’, ’IDENTIFIER', 'IDENTIFIER', ‘VBZ’, ‘COMMENT’]"
18,5) case <-ti:,"['5', ')', 'case', '<-', 'ti', ':']","['DECIMAL_LITERAL', 'PUNCTUATION', 'KEYWORD', 'CHANNEL_OPERATOR', 'IDENTIFIER', 'PUNCTUATION']"
19,"6) fmt.Println(""TIMED OUT"")","['6', ')', 'fmt.Println(""TIMED OUT"")']","['DECIMAL_LITERAL', 'PUNCTUATION', 'FUNCTION_CALL']"
20,7) wg.Done(),"['7', ')', 'wg.Done()']","['DECIMAL_LITERAL', 'PUNCTUATION', 'FUNCTION_CALL']"
21,# readFromChannel Goroutine returns #,"[‘#’, ’readFromChannel’, 'Goroutine', ‘returns’, ‘#’]","[‘COMMENT’, ’IDENTIFIER', 'IDENTIFIER', 'VBZ', ‘COMMENT']"
22,#MAIN Goroutine exits sleep#,"[‘#’, ’MAIN’, 'Goroutine', 'exits', ‘sleep’, ‘#’]","[‘COMMENT’, ’IDENTIFIER’, 'IDENTIFIER', 'VBZ', ‘VB’, ‘COMMENT’]"
23,8) c<-10,"['8', ')', 'c', '<-', '10']","['DECIMAL_LITERAL', 'PUNCTUATION', 'IDENTIFIER', 'CHANNEL_OPERATOR', 'DECIMAL_LITERAL']"
24,9) ......#DEADLOCK#,"['9', ')', '......', ‘#’, ’DEADLOCK’, ‘#’]","['DECIMAL_LITERAL', 'PUNCTUATION', 'PUNCTUATION', ‘COMMENT’, ‘NNP’, ‘COMMENT’]"
