,text,token,annotation
0,"You should not try to get value from sC channel in main function because the only value you send to it is  consumed by getC function in seperate go routine. While trying to read sC channel main function blocks waiting for something and it never ends. Go routine getS is finished, go routine getC has consumed value from channel sC and has also finished. There is nothing in channel sC anymore.

The possible solution is to create another channel s2C and send to it value received from sC channel. 

The complete correct code would look like this:","['You', 'should', 'not', 'try', 'to', 'get', 'value', 'from', 'sC', 'channel', 'in', 'main', 'function', 'because', 'the', 'only', 'value', 'you', 'send', 'to', 'it', 'is', 'consumed', 'by', 'getC', 'function', 'in', 'seperate', 'go', 'routine', '.', 'While', 'trying', 'to', 'read', 'sC', 'channel', 'main', 'function', 'blocks', 'waiting', 'for', 'something', 'and', 'it', 'never', 'ends', '.', 'Go', 'routine', 'getS', 'is', 'finished', ',', 'go', 'routine', 'getC', 'has', 'consumed', 'value', 'from', 'channel', 'sC', 'and', 'has', 'also', 'finished', '.', 'There', 'is', 'nothing', 'in', 'channel', 'sC', 'anymore', '.', 'The', 'possible', 'solution', 'is', 'to', 'create', 'another', 'channel', 's2C', 'and', 'send', 'to', 'it', 'value', 'received', 'from', 'sC', 'channel', '.', 'The', 'complete', 'correct', 'code', 'would', 'look', 'like', 'this', ':']","['PRP', 'MD', 'RB', 'VB', 'TO', 'VB', 'NN', 'IN', 'NN', 'NN', 'IN', 'NNP', 'NN', 'IN', 'DT', 'JJ', 'NN', 'PRP', 'VBP', 'TO', 'PRP', 'VBZ', 'VBN', 'IN', 'NNP', 'NN', 'IN', 'JJ', 'VBP', ‘NN’, '.', 'IN', 'VBG', 'TO', 'VB', 'NN', 'NNS', 'NNP', 'NN', 'VPZ', 'VBG', 'IN', 'NN', 'CC', 'PRP', 'RB', 'VBZ', '.', 'NNP', 'NN', 'NNP', 'VBZ', 'VBN', ',', 'NNP', ‘NN', 'NNP', 'VBZ', 'VBN', 'NN', 'IN', 'NN', 'NNP', 'CC', 'VBZ', 'RB', 'VBN', '.', 'EX', 'VBZ', 'NN', 'IN', 'NN', 'NNP', 'RB', '.', 'DT', 'JJ', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'NNP', 'CC', 'NN', 'TO', 'PRP', 'NN', 'VBD', 'IN', 'NNP', 'NN', '.', 'DT', 'JJ', ‘JJ', 'NN', 'MD', 'VB', 'IN', 'DT', ':']"
1,package main,"['package', 'main']","['KEYWORD', 'IDENTIFIER']"
2,func main() {,"['func', 'main', '()', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'PUNCTUATION']"
3,    sC := make(chan string),"['sC', ':=', ‘make(chan string)’]","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', ‘FUNCTION_CALL’]"
4,    go getS(sC),"['go', 'getS(sC)']","['KEYWORD', ‘FUNCTION_CALL’]"
5,s2C := make(chan string),"['s2C', ':=', ‘make(chan string)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', ‘FUNCTION_CALL’]"
6,    cC := make(chan string),"['cC', ':=', ‘make(chan string)']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', ‘FUNCTION_CALL’]"
7,"go getC(s2C, cC)","['go', ‘getC(s2C, cC)’]","['KEYWORD', ‘FUNCTION_CALL’]"
8,    s := <-sC,"['s', ':=', '<-', 'sC']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'CHANNEL_OPERATOR', 'IDENTIFIER']"
9,    println(s),['println(s)'],[‘FUNCTION_CALL’]
10,s2C <- s,"['s2C', '<-', 's']","['IDENTIFIER', 'CHANNEL_OPERATOR', 'IDENTIFIER']"
11,    c := <-cC,"['c', ':=', '<-', 'cC']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'CHANNEL_OPERATOR', 'IDENTIFIER']"
12,    println(c),[‘println(c)'],[‘FUNCTION_CALL’]
13,},['}'],['PUNCTUATION']
14,func getS(sC chan string) {,"['func', 'getS', '(', 'sC', 'chan', 'string', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', ‘RESERVED', 'PUNCTUATION', 'PUNCTUATION']"
15,"    s :=  "" simple completed ""","['s', ':=', '"" simple completed ""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'STRING_LITERAL']"
16,    sC <- s,"['sC', '<-', 's']","['IDENTIFIER', 'CHANNEL_OPERATOR', 'IDENTIFIER']"
17,},['}'],['PUNCTUATION']
18,"func getC(sC chan string, cC chan string) {","['func', 'getC', '(', 'sC', 'chan', 'string', ',', 'cC', 'chan', 'string', ')', '{']","['KEYWORD', 'IDENTIFIER', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', 'RESERVED', 'PUNCTUATION', 'IDENTIFIER', 'KEYWORD', ‘RESERVED', 'PUNCTUATION', 'PUNCTUATION']"
19,    s := <-sC,"['s', ':=', '<-', 'sC']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'CHANNEL_OPERATOR', 'IDENTIFIER']"
20,"    c := s + "" more ""","['c', ':=', 's', '+', '"" more ""']","['IDENTIFIER', 'ASSIGNMENT_OPERATOR', 'IDENTIFIER', 'ARITHMETIC_OPERATOR', 'STRING_LITERAL']"
21,    cC <- c,"['cC', '<-', 'c']","['IDENTIFIER', 'CHANNEL_OPERATOR', 'IDENTIFIER']"
22,},['}'],['PUNCTUATION']
