,text,token
0,"I want to be able to Marshal/Unmarshall a struct

","['I', 'want', 'to', 'be', 'able', 'to', 'Marshal/Unmarshall', 'a', 'struct']"
1,type MyType struct {,"['type', 'MyType', 'struct', '{']"
2,"    Items       `json:""item""`","['Items', 'json', ':', '""item""']"
3,},['}']
4,"

Where an example JSON document it must be able to handle is

","['Where', 'an', 'example', 'JSON', 'document', 'it', 'must', 'be', 'able', 'to', 'handle', 'is']"
5,"{""items"":[""value1"", {""x"":""y""}, ""value3""]}","['{', '""items""', ':[', '""value1""', ',', '{', '""x""', ':', '""y""', '},', '""value3""', ']}']"
6,"

I am only starting to learn Go.  I am starting to think I might need to impose some restrictions on the structure of the array.  Using the above example, my idea would be

","['I', 'am', 'only', 'starting', 'to', 'learn', 'Go.', 'I', 'am', 'starting', 'to', 'think', 'I', 'might', 'need', 'to', 'impose', 'some', 'restrictions', 'on', 'the', 'structure', 'of', 'the', 'array.', 'Using', 'the', 'above', 'example,', 'my', 'idea', 'would', 'be']"
7,"{""items"":[","['{', '""items""', ':[']"
8,"    {""type"":null, ""value"":""value1""}","['{', '""type""', ':', 'null', ',', '""value""', ':', '""value1""', '}']"
9,"    {""type:""x"", ""value"":""y""},","['{', '""type:""', 'x', '"", ""', 'value', '"":""', 'y', '},']"
10,"    {""type"": ""value3"", ""value"":""value3""}","['{', '""type""', ':', '""value3""', ',', '""value""', ':', '""value3""', '}']"
11,]},[']}']
12,"

Then modelling the objects inside with their own struct.  I'd rather do it the first way, is it possible?
","['Then', 'modelling', 'the', 'objects', 'inside', 'with', 'their', 'own', 'struct.', ""I'd"", 'rather', 'do', 'it', 'the', 'first', 'way,', 'is', 'it', 'possible?']"
