,text,token
0,"see test code:

","['see', 'test', 'code', ':']"
1,package main,"['package', 'main']"
2,"import ""fmt""","['import', '""fmt""']"
3,func main() {,"['func', 'main()', '{']"
4,    i := 10,"['i', ':=', '10']"
5,    closure1 := func() {,"['closure1', ':=', 'func', '()', '{']"
6,"        fmt.Printf(""closure, i: %d\n"", i)","['fmt.Printf(""closure, i: %d\\n"", i)']"
7,        i = 15,"['i', '=', '15']"
8,    },['}']
9,    closure1(),['closure1()']
10,"    fmt.Printf(""in main, i: %d\n"", i)","['fmt.Printf(""in main, i: %d\\n"", i)']"
11,    closure2 := func(x int) {,"['closure2', ':=', 'func', '(', 'x', 'int', ')', '{']"
12,"        fmt.Printf(""function call, pass parameter, i: %d\n"", x)","['fmt.Printf(""function call, pass parameter, i: %d\\n"", x)']"
13,    },['}']
14,    i = 20,"['i', '=', '20']"
15,    closure1(),['closure1()']
16,    closure2(i),['closure2(i)']
17,},['}']
18,"

I think the output of the closure2 should be 20, but the real result is 15, i do not know why????
anybody can help me , please see my comment in my code, thanks in advance.
","['I', 'think', 'the', 'output', 'of', 'the', 'closure2', 'should', 'be', '20', ',', 'but', 'the', 'real', 'result', 'is', '15', ',', 'i', 'do', 'not', 'know', 'why', '?', '?', '?', '?', 'anybody', 'can', 'help', 'me', ',', 'please', 'see', 'my', 'comment', 'in', 'my', 'code', ',', 'thanks', 'in', 'advance', '.']"
