,text,token
0,"Here is the code, that calculates current offset between local and specified timezones. I agree with Ainar-G's comment that offset makes sense only with relation to specified moment in time:

","['Here', 'is', 'the', 'code', ',', 'that', 'calculates', 'current', 'offset', 'between', 'local', 'and', 'specified', 'timezones', '.', 'I', 'agree', 'with', 'Ainar-G', ""'s"", 'comment', 'that', 'offset', 'makes', 'sense', 'only', 'with', 'relation', 'to', 'specified', 'moment', 'in', 'time', ':']"
1,package main,"['package', 'main']"
2,import (,"['import', '(']"
3,"    ""fmt""","['""fmt""']"
4,"    ""time""","['""time""']"
5,),[')']
6,func main() {,"['func', 'main()', '{']"
7,"    loc, err := time.LoadLocation(""MST"")","['loc', ',', 'err', ':=', 'time.LoadLocation(""MST"")']"
8,    if err != nil {,"['if', 'err', '!=', 'nil', '{']"
9,        fmt.Println(err),['fmt.Println(err)']
10,    },['}']
11,    now := time.Now(),"['now', ':=', 'time.Now()']"
12,"    _, destOffset := now.In(loc).Zone()","['_', ',', 'destOffset', ':=', 'now.In(loc).Zone()']"
13,"    _, localOffset := now.Zone()","['_', ',', 'localOffset', ':=', 'now.Zone()']"
14,"    fmt.Println(""Offset:"", destOffset-localOffset)","['fmt.Println(""Offset:"", destOffset-localOffset)']"
15,},['}']
