,text,token
0,"I know this is very basic, but i think the official documentation at [beego website][1]

[1]: http://beego.me/docs/mvc/model/query.md doesn't give clear direction.

I made a RESTful API using beego framework. As it promised, it generates basic CRUD code for my app. The problem is READ method doesn't return all data. By all data  I mean data in a table including data from all tables related to it. 

this is the output from the generated code (i'm using swagger to call it):

","['I', 'know', 'this', 'is', 'very', 'basic', ',', 'but', 'i', 'think', 'the', 'official', 'documentation', 'at', '[', 'beego', 'website][1]', '[1]:', 'http://beego.me/docs/mvc/model/query.md', 'does', ""n't"", 'give', 'clear', 'direction', '.', 'I', 'made', 'a', 'RESTful', 'API', 'using', 'beego', 'framework', '.', 'As', 'it', 'promised', ',', 'it', 'generates', 'basic', 'CRUD', 'code', 'for', 'my', 'app', '.', 'The', 'problem', 'is', 'READ', 'does', ""n't"", ""doesn't"", 'return', 'all', 'data', '.', 'By', 'all', 'data', 'I', 'mean', 'data', 'in', 'a', 'table', 'including', 'data', 'from', 'all', 'tables', 'related', 'to', 'it', '.', 'this', 'is', 'the', 'output', 'from', 'the', 'generated', 'i', ""'m"", '(', ""i'm"", 'using', 'swagger', 'to', 'call', 'it', ')', ':']"
1,{,['{']
2,"  ""data"": [","['""data""', ':', '[']"
3,    {,['{']
4,"      ""Id"": 1,","['""Id""', ':', '1', ',']"
5,"      ""CustomerId"": {","['""CustomerId""', ':', '{']"
6,"        ""Id"": 2,","['""Id""', ':', '2', ',']"
7,"        ""Name"": """",","['""Name""', ':', '""""', ',']"
8,"        ""Phone"": """",","['""Phone""', ':', '""""', ',']"
9,"        ""Email"": """",","['""Email""', ':', '""""', ',']"
10,"        ""CreatedAt"": ""0001-01-01T00:00:00Z"",","['""CreatedAt""', ':', '""0001-01-01T00:00:00Z""', ',']"
11,"        ""UpdatedAt"": ""0001-01-01T00:00:00Z""","['""UpdatedAt""', ':', '""0001-01-01T00:00:00Z""']"
12,"      },","['},']"
13,"      ""Saldo"": 2500000,","['""Saldo""', ':', '2500000', ',']"
14,"      ""CreatedAt"": ""2014-12-10T08:10:10+07:00"",","['""CreatedAt""', ':', '""2014-12-10T08:10:10+07:00""', ',']"
15,"      ""UpdatedAt"": ""2014-12-10T08:10:10+07:00""","['""UpdatedAt""', ':', '""2014-12-10T08:10:10+07:00""']"
16,    },['}']
17,"  ],","['],']"
18,"  ""totals"": 1","['""totals""', ':', '1']"
19,},['}']
20,"

see, it doesn't return the Name, Phone, and Email.
so i look into documentation and found this method RelatedSel() but still I have no idea how to use it properly.

here's my code:

","['see', ',', 'it', 'does', ""n't"", 'return', 'the', 'Name', ',', 'Phone', ',', 'and', 'Email', '.', 'so', 'i', 'look', 'into', 'documentation', 'and', 'found', 'this', 'method', 'RelatedSel()', 'but', 'still', 'I', 'have', 'no', 'idea', 'how', 'to', 'use', 'it', 'properly', 'here', ""'s"", ""here's"", 'my', 'code', ':']"
21,"func GetAllCustomerSaldo(query map[string]string, fields []string, sortby []string, order []string,","['func', 'GetAllCustomerSaldo', '(', 'query', 'map', '[', 'string', ']', 'string', ',', 'fields', '[]', 'string', ',', 'sortby', '[]', 'string', ',', 'order', '[]', 'string', ',']"
22,"    offset int64, limit int64) (ml []interface{}, err error, totals int64) {","['offset', 'int64', ',', 'limit', 'int64', ')', '(', 'ml', '[]', 'interface', '{},', 'err', 'error', ',', 'totals', 'int64', ')', '{']"
23,    o := orm.NewOrm(),"['o', ':=', 'orm.NewOrm()']"
24,    qs := o.QueryTable(new(CustomerSaldo)),"['qs', ':=', 'o.QueryTable(new(CustomerSaldo))']"
25,"    qs.RelatedSel(""CustomerId__Customers"").All(&CustomerSaldo{})","['qs.RelatedSel(""CustomerId__Customers"").All(&CustomerSaldo{})']"
26,...,['...']
27,"

after trying many parameter possibilities, i still get this error:

","['after', 'trying', 'many', 'parameter', 'possibilities', ',', 'i', 'still', 'get', 'this', 'error', ':']"
28,Handler crashed with error unknown model/table name `Customers`,"['Handler', 'crashed', 'with', 'error', 'unknown', 'model/table', 'name', 'Customers']"
29,"

Anyone here have same problem with me? any solution guys?
","['Anyone', 'here', 'have', 'same', 'problem', 'with', 'me', '?', 'any', 'solution', 'guys', '?']"
