,text,token
0,You may use one ,"['You', 'may', 'use', 'one']"
1,func Save(d interface{}),"['func', 'Save(d interface{})']"
2," like this:

","['like', 'this', ':']"
3,package main,"['package', 'main']"
4,import (,"['import', '(']"
5,"    ""encoding/json""","['""encoding/json""']"
6,"    ""fmt""","['""fmt""']"
7,),[')']
8,type User struct {,"['type', 'User', 'struct', '{']"
9,    ID   int,"['ID', 'int']"
10,    Name string,"['Name', 'string']"
11,},['}']
12,type Admin struct {,"['type', 'Admin', 'struct', '{']"
13,    User,['User']
14,    Level int,"['Level', 'int']"
15,},['}']
16,func main() {,"['func', 'main()', '{']"
17,    Save(User{}),['Save(User{})']
18,    Save(Admin{}),['Save(Admin{})']
19,},['}']
20,func Save(d interface{}) {,"['func', 'Save(d interface{})', '{']"
21,"    body, err := json.Marshal(d)","['body', ',', 'err', ':=', 'json.Marshal(d)']"
22,    if err != nil {,"['if', 'err', '!=', 'nil', '{']"
23,        panic(err),['panic(err)']
24,    },['}']
25,    st := string(body),"['st', ':=', 'string(body)']"
26,    fmt.Println(st),['fmt.Println(st)']
27,},['}']
28,"

output:

","['output', ':']"
29,"{""ID"":0,""Name"":""""}","['{', '""ID""', ':', '0', ',', '""Name""', ':', '""""', '}']"
30,"{""ID"":0,""Name"":"""",""Level"":0}","['{', '""ID""', ':', '0', ',', '""Name""', ':', '""""', ',', '""Level""', ':', '0', '}']"
31,"



for your case, use this one function for all types:

","['for', 'your', 'case', ',', 'use', 'this', 'one', 'function', 'for', 'all', 'types', ':']"
32,"func Save(i interface{}, id int) {","['func', 'Save(i interface{}, id int)', '{']"
33,"    data, err := json.Marshal(i)","['data', ',', 'err', ':=', 'json.Marshal(i)']"
34,    check(err),['check(err)']
35,    if id == 0 {,"['if', 'id', '==', '0', '{']"
36,"        _, err = app.DB.Exec(`INSERT INTO users(data) VALUES ($1) `, string(data))","['_', ',', 'err', '=', 'app', '.', 'DB.Exec(`INSERT INTO users(data) VALUES ($1) `, string(data))']"
37,    } else {,"['}', 'else', '{']"
38,"        _, err = app.DB.Exec(`UPDATE users SET data = $1 WHERE id=$2`, string(data), id)","['_', ',', 'err', '=', 'app', '.', 'DB.Exec(`UPDATE users SET data = $1 WHERE id=$2`, string(data), id)']"
39,    },['}']
40,    check(err),['check(err)']
41,},['}']
42,"

And call it like this:

","['And', 'call', 'it', 'like', 'this', ':']"
43,u := User{},"['u', ':=', 'User', '{}']"
44,a := Admin{},"['a', ':=', 'Admin', '{}']"
45,"Save(u, u.ID)","['Save(u, u.ID)']"
46,"Save(a, a.ID)","['Save(a, a.ID)']"
47,"



And Yes, this is even simplifies call to Save to one parameter:

","['And', 'Yes', ',', 'this', 'is', 'even', 'simplifies', 'call', 'to', 'Save', 'to', 'one', 'parameter', ':']"
48,package main,"['package', 'main']"
49,import (,"['import', '(']"
50,"    ""encoding/json""","['""encoding/json""']"
51,"    ""fmt""","['""fmt""']"
52,),[')']
53,type Model interface {,"['type', 'Model', 'interface', '{']"
54,    ID() int,"['ID()', 'int']"
55,    setID(int),['setID(int)']
56,},['}']
57,type User struct {,"['type', 'User', 'struct', '{']"
58,    Id   int,"['Id', 'int']"
59,    Name string,"['Name', 'string']"
60,},['}']
61,func (t User) ID() int      { return t.Id },"['func', '(', 't', 'User', ')', 'ID()', 'int', '{', 'return', 't', '.', 'Id', '}']"
62,func (t User) setID(id int) { t.Id = id },"['func', '(', 't', 'User', ')', 'setID(id int)', '{', 't', '.', 'Id', '=', 'id', '}']"
63,type Admin struct {,"['type', 'Admin', 'struct', '{']"
64,    User,['User']
65,    Level int,"['Level', 'int']"
66,},['}']
67,func main() {,"['func', 'main()', '{']"
68,    Save(User{}),['Save(User{})']
69,    Save(Admin{}),['Save(Admin{})']
70,},['}']
71,func Save(d Model) {,"['func', 'Save(d Model)', '{']"
